Word,IPA,Syllables
elektriciteit,ˌeːlɛktrˌisitˈɛɪt,eː - lɛk - tri - si - tɛ - ɪt
verlichtte,vərlˈɪxtə,vər - lɪx - tə
kaarsen,kˈaːrsən,kaːr - sən
carolien,kˌaːroːlˈin,kaː - roː - lin
gasten,ɣˈɑstən,ɣɑ - stən
barones,baːrˈoːnəs,baː - roː - nəs
diner,dinˈeː,di - neː
lampionnen,lˈɑmpiˌɔnən,lɑm - pi - ɔ - nən
wijnen,ʋˈɛɪnən,ʋɛ - ɪ - nən
nodigde,nˈoːdɪɣdə,noː - dɪɣ - də
zaten,zˈaːtən,zaː - tən
slachtoffer,slˈɑxtɔfər,slɑx - tɔ - fər
moordenaar,mˈɔːrdənˌaːr,mɔːr - də - naːr
handen,hˈɑndən,hɑn - dən
druipende,drˈœypəndə,drœy - pən - də
beker,bˈeːkər,beː - kər
veegde,vˈeːɣdə,veːɣ - də
volleybalteam,vˈɔləˌibɑltˌiːm,vɔ - lə - i - bɑl - tiːm
bloed,blˈut,blut
twijgen,tʋˈɛɪɣən,tʋɛ - ɪ - ɣən
champagne,ʃɑmpˈɑɲə,ʃɑm - pɑɲ - ə
stokoude,stˈoːkʌʊdə,stoː - kʌʊ - də
vloer,vlˈur,vlur
balie,baːlˈi,baː - li
deftige,dˈɛftəɣə,dɛf - tə - ɣə
pakjes,pˈɑkjəs,pɑk - jəs
aangiftes,ˈaːnɣɪftˌɛs,aːn - ɣɪf - tɛs
kist,kˈɪst,kɪst
eikenhout,ˈɛɪkɛnhˌʌʊt,ɛ - ɪ - kɛnh - ʌʊt
toneelbouwers,tˈoːneːlbˌʌʊərs,toː - neːl - bʌʊ - ərs
zolder,zˈɔldər,zɔl - dər
tevreden,təvrˈeːdən,tə - vreː - dən
decor,dˈeːkɔr,deː - kɔr
bewaard,bəʋˈaːrt,bə - ʋaːrt
zestiende,zˈɛstində,zɛ - stin - də
brommer,brˈɔmər,brɔ - mər
snelweg,snˈɛlʋɛx,snɛl - ʋɛx
helm,hˈɛlm,hɛlm
stil,stˈɪl,stɪl
brandstof,brˈɑndstɔf,brɑnd - stɔf
tank,tˈɑŋk,tɑŋk
hadden,hˈɑdən,hɑ - dən
moeite,mˈujtə,muj - tə
tentje,tˈɛntʲə,tɛntʲ - ə
storm,stˈɔrm,stɔrm
opzetten,ˈɔpzɛtən,ɔp - zɛ - tən
geven,ɣˈeːvən,ɣeː - vən
rustige,rˈɵstəɣə,rɵ - stə - ɣə
les,lˈɛs,lɛs
klopte,klˈɔptə,klɔp - tə
tabak,tˈaːbɑk,taː - bɑk
klas,klˈɑs,klɑs
asbak,ˈɑzbɑk,ɑz - bɑk
vakkundige,vɑkˈɵndəɣə,vɑ - kɵn - də - ɣə
pijp,pˈɛɪp,pɛ - ɪp
wortels,ʋˈɔrtəls,ʋɔr - təls
kies,kˈis,kis
mocht,mˈɔxt,mɔxt
vliegreis,vlˈiɣrɛɪs,vli - ɣrɛ - ɪs
cockpit,kˈɔkpɪt,kɔk - pɪt
kijken,kˈɛɪkən,kɛ - ɪ - kən
nico,nˈikoː,ni - koː
mobiele,moːbˈilə,moː - bi - lə
iedere,ˈidərə,i - də - rə
overdracht,ˌoːvərdrˈɑxt,oː - vər - drɑxt
donderdag,dˈɔndərdˌɑx,dɔn - dər - dɑx
steeds,stˈeːts,steːts
bokser,bˈɔksər,bɔk - sər
lange,lˈɑŋə,lɑŋ - ə
ochtendmis,ˈɔxtəndmˌɪs,ɔx - tənd - mɪs
woog,ʋˈoːx,ʋoːx
negentig,nˈeːɣəntəx,neː - ɣən - təx
schoon,sxˈoːn,sxoːn
haak,hˈaːk,haːk
kilo,kˈiloː,ki - loː
beroving,bərˈoːvɪŋ,bə - roː - vɪŋ
vastgelegd,vˈɑstɣəlˌɛxt,vɑst - ɣə - lɛxt
brute,brˈytə,bry - tə
camera,kˈaːmərˌaː,kaː - mə - raː
ingang,ˈɪnɣˌɑŋ,ɪn - ɣɑŋ
boven,bˈoːvən,boː - vən
stationshal,stˈaːʃɔnshˌɑl,staː - ʃɔnsh - ɑl
midden,mˈɪdən,mɪ - dən
poster,pˈɔstər,pɔ - stər
winst,ʋˈɪnst,ʋɪnst
hangt,hˈɑŋt,hɑŋt
producten,prˈoːdɵktən,proː - dɵk - tən
zilveren,zˈɪlvərən,zɪl - və - rən
lijst,lˈɛɪst,lɛ - ɪst
tribune,trˈibynə,tri - by - nə
basketballers,bˈɑskɛtbˌɑlərs,bɑ - skɛt - bɑ - lərs
begeleid,bəɣəlˈɛɪt,bə - ɣə - lɛ - ɪt
coach,kˈoːtʃ,koːtʃ
rechte,rˈɛxtə,rɛx - tə
vader,vˈaːdər,vaː - dər
avondeten,ˌaːvɔndˈeːtən,aː - vɔn - deː - tən
waarzegster,ʋˈaːrzɛxstər,ʋaːr - zɛx - stər
atleet,ɑtlˈeːt,ɑt - leːt
bijgelovige,bˈɛɪɣəlˌoːvəɣə,bɛ - ɪ - ɣə - loː - və - ɣə
beschuldigd,bəsxˈɵldɪxt,bə - sxɵl - dɪxt
glazen,ɣlˈaːzən,ɣlaː - zən
bol,bˈɔl,bɔl
gebruik,ɣəbrˈœyk,ɣə - brœyk
doping,dˈoːpɪŋ,doː - pɪŋ
duitsland,dˈœytslɑnt,dœyt - slɑnt
vlak,vlˈɑk,vlɑk
schat,sxˈɑt,sxɑt
gehaald,ɣəhˈaːlt,ɣəh - aːlt
dader,dˈaːdər,daː - dər
zeebodem,zˈeːbˌoːdəm,zeː - boː - dəm
bewaart,bəʋˈaːrt,bə - ʋaːrt
goudvoorraad,ɣˌʌʊdvɔːɾrˈaːt,ɣʌʊd - vɔːɾ - raːt
kluis,klˈœys,klœys
grond,ɣrˈɔnt,ɣrɔnt
eet,ˈeːt,eːt
meestal,mˈeːstˌɑl,meː - stɑl
aanleiding,ˈaːnlˌɛɪdɪŋ,aːn - lɛ - ɪ - dɪŋ
gezin,ɣəzˈɪn,ɣə - zɪn
melding,mˈɛldɪŋ,mɛl - dɪŋ
anonieme,ˌaːnoːnˈimə,aː - noː - ni - mə
tip,tˈɪp,tɪp
fanatieke,fˌaːnaːtˈikə,faː - naː - ti - kə
bram,brˈɑm,brɑm
blunder,blˈɵndər,blɵn - dər
zakken,zˈɑkən,zɑ - kən
gistermiddag,ɣˈɪstərmˌɪdɑx,ɣɪ - stər - mɪ - dɑx
berisping,bərˈɪspɪŋ,bə - rɪ - spɪŋ
ivo,ˈivoː,i - voː
slechte,slˈɛxtə,slɛx - tə
baas,bˈaːs,baːs
ria,rˈiaː,ri - aː
advies,ɑdvˈis,ɑd - vis
avonduren,ˌaːvɔndˈyrən,aː - vɔn - dy - rən
tennissen,tˈɛnɪsən,tɛ - nɪ - sən
chique,ʃˈik,ʃik
zonnen,zˈɔnən,zɔ - nən
mooi,mˈoːj,moːj
goot,ɣˈoːt,ɣoːt
dineetje,dˈineːtʲə,di - neːtʲ - ə
kristal,krˈɪstɑl,krɪ - stɑl
karaf,kˈaːrɑf,kaː - rɑf
breken,brˈeːkən,breː - kən
inge,ˈɪŋə,ɪŋ - ə
berouw,bərˈʌʊ,bə - rʌʊ
toonden,tˈoːndən,toːn - dən
vaas,vˈaːs,vaːs
antieke,ɑntˈikə,ɑn - ti - kə
gewerkt,ɣəʋˈɛrkt,ɣə - ʋɛrkt
iemand,ˈimɑnt,i - mɑnt
voltallige,vɔltˈɑləɣə,vɔl - tɑ - lə - ɣə
eindhoven,ɛɪndhˈoːvən,ɛ - ɪndh - oː - vən
luuk,lˈyk,lyk
ontslagen,ɔntslˈaːɣən,ɔnt - slaː - ɣən
startte,stˈɑrtə,stɑr - tə
voorzitter,vˈɔːrzɪtər,vɔːr - zɪ - tər
wind,ʋˈɪnt,ʋɪnt
wegens,ʋˈeːɣəns,ʋeː - ɣəns
dorre,dˈɔɾrə,dɔɾ - rə
bladeren,blˈaːdərən,blaː - də - rən
wangedrag,ʋˈɑŋɣədrˌɑx,ʋɑŋ - ɣə - drɑx
arbeider,ˈɑrbɛɪdər,ɑr - bɛ - ɪ - dər
afgerond,ˈɑfɣərˌɔnt,ɑf - ɣə - rɔnt
inspanning,ˈɪnspˌɑnɪŋ,ɪn - spɑ - nɪŋ
bellen,bˈɛlən,bɛ - lən
taxi,tˈɑksi,tɑk - si
afloop,ˈɑflˌoːp,ɑ - floːp
zoekt,zˈukt,zukt
arrogante,ˌɑɾroːɣˈɑntə,ɑɾ - roː - ɣɑn - tə
werknemers,ʋˈɛrknˌeːmərs,ʋɛrk - neː - mərs
contact,kˈɔntɑkt,kɔn - tɑkt
verre,vˈɛrə,vɛ - rə
reizen,rˈɛɪzən,rɛ - ɪ - zən
vliegende,vlˈiɣəndə,vli - ɣən - də
wellicht,ʋˈɛlɪxt,ʋɛ - lɪxt
toespraak,tˈusprˌaːk,tu - spraːk
toenemend,tˈunˌeːmənt,tu - neː - mənt
schotel,sxˈoːtəl,sxoː - təl
commentaar,kɔmˈɛntaːr,kɔ - mɛn - taːr
vandalisme,vɑndaːlˈɪsmə,vɑn - daː - lɪ - smə
leveren,lˈeːvərən,leː - və - rən
spelend,spˈeːlənt,speː - lənt
studenten,stydˈɛntən,sty - dɛn - tən
liepen,lˈipən,li - pən
trommels,trˈɔməls,trɔ - məls
vrolijk,vrˈoːlək,vroː - lək
school,sxˈoːl,sxoːl
vertrokken,vərtrˈɔkən,vər - trɔ - kən
paarse,pˈaːrsə,paːr - sə
omdat,ˈɔmdɑt,ɔm - dɑt
zeer,zˈɪːr,zɪːr
pauze,pˈʌʊzə,pʌʊ - zə
soldaten,sɔldˈaːtən,sɔl - daː - tən
onbeleefd,ɔnbəlˈeːft,ɔn - bə - leːft
gebukt,ɣəbˈɵkt,ɣə - bɵkt
touwen,tˈʌʊən,tʌʊ - ən
scholieren,sxoːlˈirən,sxoː - li - rən
kantine,kɑntˈinə,kɑn - ti - nə
schooljaar,sxˈoːljaːr,sxoːl - jaːr
logeren,loːʒˈɪːrən,loː - ʒɪː - rən
dropje,drˈɔpjə,drɔp - jə
hand,hˈɑnt,hɑnt
zusjes,zˈɵsjəs,zɵs - jəs
lekkers,lˈɛkərs,lɛ - kərs
vrijstaande,vrˈɛɪstaːndə,vrɛ - ɪ - staːn - də
boerderij,bˌurdərˈɛɪ,bur - də - rɛ - ɪ
achtertuin,ˈɑxtərtˌœyn,ɑx - tər - tœyn
royale,rˈoːiˌaːlə,roː - i - aː - lə
wonen,ʋˈɔnən,ʋɔ - nən
kennissen,kˈɛnɪsən,kɛ - nɪ - sən
lekkages,lɛkˈaːʒəs,lɛ - kaː - ʒəs
schoonzus,sxˈoːnzɵs,sxoːn - zɵs
voornaamste,vˈɔːrnaːmstə,vɔːr - naːm - stə
loodgieter,loːdɣˈitər,loːd - ɣi - tər
verhelpen,vərhˈɛlpən,vərh - ɛl - pən
vrome,vrˈoːmə,vroː - mə
onderzoek,ˈɔndərzˌuk,ɔn - dər - zuk
kun,kˈɵn,kɵn
publicatie,pˌɵblikˈaːtsi,pɵ - bli - kaːt - si
raadplegen,raːdplˈeːɣən,raːd - pleː - ɣən
jungle,jˈɵŋlə,jɵŋ - lə
groep,ɣrˈup,ɣrup
reis,rˈɛɪs,rɛ - ɪs
moeders,mˈudərs,mu - dərs
hotel,hoːtˈɛl,hoː - tɛl
apen,ˈaːpən,aː - pən
beest,bˈeːst,beːst
zaal,zˈaːl,zaːl
vieren,vˈirən,vi - rən
overstuur,ˌoːvərstˈyr,oː - vər - styr
bereiken,bərˈɛɪkən,bə - rɛ - ɪ - kən
tocht,tˈɔxt,tɔxt
bergen,bˈɛrɣən,bɛr - ɣən
mede,mˈeːdə,meː - də
wandelaars,ʋˈɑndəlˌaːrs,ʋɑn - də - laːrs
camping,kˈɑmpɪŋ,kɑm - pɪŋ
uitstekende,ˈœytstˌeːkəndə,œyt - steː - kən - də
organisatie,ˌɔrɣaːnizˈaːtsi,ɔr - ɣaː - ni - zaːt - si
dankzij,dɑŋkzˈɛɪ,dɑŋk - zɛ - ɪ
arriveerde,ˌɑɾrivˈɪrdə,ɑɾ - ri - vɪr - də
schreeuwden,sxrˈeʊdən,sxreʊ - dən
dictator,dɪktˈaːtɔr,dɪk - taː - tɔr
elektronisch,ˌeːlɛktrˈoːnis,eː - lɛk - troː - nis
leuzen,lˈøːzən,løː - zən
drogist,droːɣˈɪst,droː - ɣɪst
klanten,klˈɑntən,klɑn - tən
blije,blˈɛɪə,blɛ - ɪ - ə
betalen,bətˈaːlən,bə - taː - lən
intens,ˈɪntəns,ɪn - təns
jongeren,jˈɔŋərən,jɔŋ - ə - rən
plezier,pleːzˈir,pleː - zir
woonplaats,ʋˈoːnplˌaːts,ʋoːn - plaːts
