Word,IPA,FREQcount,Zipf,CELEX,Equal # of Syllables
lijkhuis,lɛ - ɪkh - œys,1,1.656532322530736,lKk - hLs,False
lijkdrager,lɛ - ɪɡ - draː - ɣər,1,1.656532322530736,lKg - dra - G@r,False
lijkbezorger,lɛ - ɪk - bə - zɔr - ɣər,1,1.656532322530736,lKg - b@ - zOr - G@r,False
lijfeigenschap,lɛ - ɪ - fɛ - ɪ - ɣɛn - sxɑp,1,1.656532322530736,lKf - K - G@ - sxAp,False
liefderijk,liv - dɪː - rɛ - ɪk,1,1.656532322530736,liv - d@ - rKk,False
lichtgrijs,lɪxt - ɣrɛ - ɪs,1,1.656532322530736,lIxt - xrKs,False
lichtgeraaktheid,lɪxt - ɣɪː - raːk - tɛ - ɪt,1,1.656532322530736,lIxt - x@ - rakt - hKt,False
licentiaat,li - sən - ʃaːt,1,1.656532322530736,li - sEn - si - jat,False
levenswijsheid,leː - vəns - ʋɛ - ɪ - shɛɪt,1,1.656532322530736,le - v@s - wKs - hKt,False
levenswijs,leː - vəns - ʋɛ - ɪs,1,1.656532322530736,le - v@s - wKs,False
levenstijdperk,leː - vən - stɛ - ɪd - pɛrk,1,1.656532322530736,le - v@s - tKt - pErk,False
levensfeit,leː - vən - sfɛ - ɪt,1,1.656532322530736,le - v@s - fKt,False
levenseinde,leː - vən - sɛ - ɪn - də,1,1.656532322530736,le - v@s - Kn - d@,False
letterrijm,lɛ - tər - rɛ - ɪm,1,1.656532322530736,lE - t@ - rKm,False
lentetijd,lɛn - tə - tɛ - ɪt,1,1.656532322530736,lEn - t@ - tKt,False
legertrein,leː - ɣər - trɛ - ɪn,1,1.656532322530736,le - G@r - trKn,False
leesonderwijs,leː - zɔn - dər - ʋɛ - ɪs,1,1.656532322530736,les - On - d@r - wKs,False
leerwijze,lɪːr - ʋɛ - ɪ - zə,1,1.656532322530736,ler - wK - z@,False
leeftijdscategorie,leːf - tɛ - ɪd - skaː - tə - ɣoː - ri,1,1.656532322530736,lef - tKts - kA - t@ - Go - ri,False
leeftijdgenoot,leːf - tɛ - ɪd - ɣə - noːt,1,1.656532322530736,lef - tKt - x@ - not,False
latei,laː - tɛ - ɪ,1,1.656532322530736,la - tK,False
langszijde,lɑŋ - sɛ - ɪ - də,1,1.656532322530736,lAN - sK - d@,False
landzijde,lɑnd - zɛ - ɪ - də,1,1.656532322530736,lAnt - sK - d@,False
lamprei,lɑm - prɛ - ɪ,1,1.656532322530736,lAm - prK,False
kwijting,kʋɛ - ɪ - tɪŋ,1,1.656532322530736,kwK - tIN,False
kweekvijver,kʋeːk - vɛ - ɪ - vər,1,1.656532322530736,kwek - fK - v@r,False
kwaliteitswijn,kʋaː - li - tɛ - ɪts - ʋɛ - ɪn,1,1.656532322530736,kwa - li - tKts - wKn,False
kwaliteitsniveau,kʋaː - li - tɛ - ɪt - sni - voː,1,1.656532322530736,kwa - li - tKts - ni - vo,False
kwaliteitskrant,kʋaː - li - tɛ - ɪt - skrɑnt,1,1.656532322530736,kwa - li - tKts - krAnt,False
kunstrijdster,kɵn - strɛ - ɪt - stər,1,1.656532322530736,k}nst - rKt - st@r,False
kunstpaleis,kɵnst - paː - lɛ - ɪs,1,1.656532322530736,k}nst - pa - lKs,False
kunstnijverheid,kɵnst - nɛ - ɪ - və - rhɛɪt,1,1.656532322530736,k}nst - nK - v@r - hKt,False
kristallijn,krɪ - stɑ - lɛ - ɪn,1,1.656532322530736,krIs - tA - lKn,False
krijtwit,krɛ - ɪt - ʋɪt,1,1.656532322530736,krKt - wIt,False
krijttijd,krɛ - ɪ - tɛ - ɪt,1,1.656532322530736,krK - tKt,False
krijttekening,krɛ - ɪ - tə - keː - nɪŋ,1,1.656532322530736,krK - te - k@ - nIN,False
krijtperiode,krɛ - ɪt - pɪː - ri - oː - də,1,1.656532322530736,krKt - pe - ri - jo - d@,False
krijtachtig,krɛ - ɪ - tɑx - təx,1,1.656532322530736,krKt - Ax - t@x,False
krijgszuchtig,krɛ - ɪx - sɵx - təx,1,1.656532322530736,krKx - s}x - t@x,False
krijgsvolk,krɛ - ɪx - sfɔlk,1,1.656532322530736,krKxs - fOlk,False
krijgsrecht,krɛ - ɪxs - rɛxt,1,1.656532322530736,krKxs - rExt,False
krijgslied,krɛ - ɪx - slit,1,1.656532322530736,krKxs - lit,False
krijgskans,krɛ - ɪx - skɑns,1,1.656532322530736,krKxs - kAns,False
krijgshaftigheid,krɛ - ɪxsh - ɑf - təx - hɛɪt,1,1.656532322530736,krKxs - hAf - t@x - hKt,False
krijgsgevangenschap,krɛ - ɪx - sxə - vɑŋ - ən - sxɑp,1,1.656532322530736,krKxs - x@ - vA - N@ - sxAp,False
krijgsgeschiedenis,krɛ - ɪx - sxɛ - sxi - də - nɪs,1,1.656532322530736,krKxs - x@ - sxi - d@ - nIs,False
krijgsartikelen,krɛ - ɪx - sɑr - ti - keː - lən,1,1.656532322530736,krKxs - Ar - ti - k@ - l@,False
kreukvrij,krøːk - vrɛ - ɪ,1,1.656532322530736,kr|k - frK,False
krediettermijn,krə - dit - tɛr - mɛ - ɪn,1,1.656532322530736,kr@ - di - tEr - mKn,False
kraterpijp,kraː - tər - pɛ - ɪp,1,1.656532322530736,kra - t@r - pKp,False
koterij,koː - tə - rɛ - ɪ,1,1.656532322530736,ko - t@ - rK,False
kostenanalyse,kɔ - stə - naː - naː - li - ɪ - sə,1,1.656532322530736,kOs - t@ - a - na - l! - z@,False
koopvaardijvloot,koːp - vaːr - dɛ - ɪ - vloːt,1,1.656532322530736,kop - far - dK - vlot,False
koolmijn,koːl - mɛ - ɪn,1,1.656532322530736,kol - mKn,False
kookgerei,koːk - ɣɪː - rɛ - ɪ,1,1.656532322530736,kok - x@ - rK,False
konijnehol,koː - nɛ - ɪ - neːh - ɔl,1,1.656532322530736,ko - nK - n@ - hOl,False
koersaanwijzer,kur - saːn - ʋɛ - ɪ - zər,1,1.656532322530736,kurs - an - wK - z@r,False
koddebeier,kɔ - də - bɛ - ɪ - ər,1,1.656532322530736,kO - d@ - bK - j@r,False
knijptang,knɛ - ɪp - tɑŋ,1,1.656532322530736,knKp - tAN,False
knijpkat,knɛ - ɪp - kɑt,1,1.656532322530736,knKp - kAt,False
knijpfles,knɛ - ɪp - flɛs,1,1.656532322530736,knKp - flEs,False
knijpbril,knɛ - ɪp - brɪl,1,1.656532322530736,knK - brIl,False
klimpartij,klɪm - pɑr - tɛ - ɪ,1,1.656532322530736,klIm - pAr - tK,False
klimijzer,kli - mɛ - ɪ - zər,1,1.656532322530736,klIm - K - z@r,False
kleitablet,klɛ - ɪ - tɑ - blɛt,1,1.656532322530736,klK - ta - blEt,False
kleinzerigheid,klɛ - ɪn - zeː - rəx - hɛɪt,1,1.656532322530736,klKn - ze - r@x - hKt,False
kleinte,klɛ - ɪn - tə,1,1.656532322530736,klKn - t@,False
kleinheid,klɛ - ɪ - nhɛɪt,1,1.656532322530736,klKn - hKt,False
kleinhandelaar,klɛ - ɪnh - ɑn - dɛ - laːr,1,1.656532322530736,klKn - hAn - d@ - lar,False
kleinbehuisde,klɛ - ɪn - bəh - œyz - də,1,1.656532322530736,klKm - b@ - hLz - d@,False
kleigrond,klɛ - ɪ - ɣrɔnt,1,1.656532322530736,klK - GrOnt,False
kleiachtig,klɛ - ɪ - ɑx - təx,1,1.656532322530736,klK - Ax - t@x,False
kleefpleister,kleːf - plɛ - ɪ - stər,1,1.656532322530736,klef - plKs - t@r,False
klauterpartij,klʌʊ - tər - pɑr - tɛ - ɪ,1,1.656532322530736,klM - t@r - pAr - tK,False
klassewijn,klɑ - sə - ʋɛ - ɪn,1,1.656532322530736,klA - s@ - wKn,False
klaploperij,klɑ - ploː - pə - rɛ - ɪ,1,1.656532322530736,klAp - lo - p@ - rK,False
kinesiologie,ki - nə - ʒoː - loː - ɣi,1,1.656532322530736,ki - ne - zi - jo - lo - Gi,False
kindermeid,kɪn - dər - mɛ - ɪt,1,1.656532322530736,kIn - d@r - mKt,False
kinderbijbel,kɪn - dər - bɛ - ɪ - bɛl,1,1.656532322530736,kIn - d@r - bK - b@l,False
kilojoule,ki - loː - jʌʊ - lə,1,1.656532322530736,ki - lo - Zul,False
kijkgeld,kɛ - ɪk - ɣəlt,1,1.656532322530736,kKk - xElt,False
kijkerd,kɛ - ɪ - kɛrt,1,1.656532322530736,kK - k@rt,False
kijkdoos,kɛ - ɪɡ - doːs,1,1.656532322530736,kKg - dos,False
kijf,kɛ - ɪf,1,1.656532322530736,kKf,False
kiesschijf,ki - sxɛ - ɪf,1,1.656532322530736,ki - sxKf,False
kibbelpartij,kɪ - bɛl - pɑr - tɛ - ɪ,1,1.656532322530736,kI - b@l - pAr - tK,False
kernaandrijving,kɛr - naːn - drɛ - ɪ - vɪŋ,1,1.656532322530736,kErn - an - drK - vIN,False
kerktijd,kɛrk - tɛ - ɪt,1,1.656532322530736,kErk - tKt,False
keizerschap,kɛ - ɪ - zər - sxɑp,1,1.656532322530736,kK - z@r - sxAp,False
keilbout,kɛ - ɪl - bʌʊt,1,1.656532322530736,kKl - bMt,False
karmijnrood,kɑr - mɛ - ɪn - roːt,1,1.656532322530736,kAr - mKn - rot,False
karaktereigenschap,kaː - rɑk - tɪː - rɛ - ɪ - ɣɛn - sxɑp,1,1.656532322530736,ka - rAk - t@r - K - G@ - sxAp,False
kapucijners,kaː - py - sɛ - ɪ - nərs,1,1.656532322530736,ka - py - sK - n@rs,False
kapucijnaap,kaː - py - sɛ - ɪ - naːp,1,1.656532322530736,ka - py - sKn - ap,False
kapucijn,kaː - py - sɛ - ɪn,1,1.656532322530736,ka - py - sKn,False
kandijsuiker,kɑn - dɛ - ɪ - sœy - kər,1,1.656532322530736,kAn - dK - sL - k@r,False
kampleiding,kɑm - plɛ - ɪ - dɪŋ,1,1.656532322530736,kAmp - lK - dIN,False
kameeldrijver,kaː - meːl - drɛ - ɪ - vər,1,1.656532322530736,ka - mel - drK - v@r,False
julienne,jy - li - nə,1,1.656532322530736,jy - li - jE - n@,False
jouwerzijds,jʌʊ - ər - zɛ - ɪts,1,1.656532322530736,jM - w@r - zKts,False
jockeypet,jɔ - kə - i - pɛt,1,1.656532322530736,_O - ki - pEt,False
jein,jɛ - ɪn,1,1.656532322530736,jKn,False
jaartijd,jaːr - tɛ - ɪt,1,1.656532322530736,jar - tKt,False
irrealiteit,ɪɾ - rə - aː - li - tɛ - ɪt,1,1.656532322530736,I - re - ja - li - tKt,False
irrationaliteit,ɪɾ - raː - ʃoː - naː - li - tɛ - ɪt,1,1.656532322530736,I - rA - tSo - na - li - tKt,False
inwijkeling,ɪn - ʋɛ - ɪ - kə - lɪŋ,1,1.656532322530736,In - wK - k@ - lIN,False
inwijdingsritueel,ɪn - ʋɛ - ɪ - dɪŋs - ri - ty - eːl,1,1.656532322530736,In - wK - dINs - ri - ty - wel,False
interlandwedstrijd,ɪn - tər - lɑnd - ʋɛt - strɛ - ɪt,1,1.656532322530736,In - t@r - lAnd - wEt - strKt,False
inspectiereis,ɪn - spɛk - ti - rɛ - ɪs,1,1.656532322530736,In - spEk - si - rKs,False
inschrijver,ɪnsx - rɛ - ɪ - vər,1,1.656532322530736,In - sxrK - v@r,False
inleidend,ɪn - lɛ - ɪ - dənt,1,1.656532322530736,In - lK - d@nt,False
inkrijgen,ɪn - krɛ - ɪ - ɣən,1,1.656532322530736,IN - krK - G@,False
inhaalmanoeuvre,ɪnh - aːl - maː - nu - ɵ - vrə,1,1.656532322530736,IN - hal - ma - n| - vr@,False
ingenieursdiploma,ɪn - ɣə - ni - ɵrz - dɪ - ploː - maː,1,1.656532322530736,In - Z@n - j|rz - di - plo - ma,False
informaliteit,ɪn - fɔr - maː - li - tɛ - ɪt,1,1.656532322530736,In - fOr - ma - li - tKt,False
inferioriteit,ɪn - fɪː - ri - oː - ri - tɛ - ɪt,1,1.656532322530736,In - f@ - ri - jo - ri - tKt,False
inentingsbewijs,i - nən - tɪŋz - bə - ʋɛ - ɪs,1,1.656532322530736,In - En - tINz - b@ - wKs,False
ineengrijpen,i - neːŋ - rɛ - ɪ - pən,1,1.656532322530736,In - eN - GrK - p@,False
indijken,ɪn - dɛ - ɪ - kən,1,1.656532322530736,In - dK - k@,False
inbraakvrij,ɪn - braːk - vrɛ - ɪ,1,1.656532322530736,Im - brak - frK,False
importwijn,ɪm - pɔrt - ʋɛ - ɪn,1,1.656532322530736,Im - pOrt - wKn,False
immensiteit,ɪ - mən - si - tɛ - ɪt,1,1.656532322530736,I - mEn - zi - tKt,False
ijzertijd,ɛ - ɪ - zər - tɛ - ɪt,1,1.656532322530736,K - z@r - tKt,False
ijzersmaak,ɛ - ɪ - zər - smaːk,1,1.656532322530736,K - z@r - smak,False
ijzerhout,ɛ - ɪ - zərh - ʌʊt,1,1.656532322530736,K - z@r - hMt,False
ijzerhoudend,ɛ - ɪ - zərh - ʌʊ - dənt,1,1.656532322530736,K - z@r - hM - d@nt,False
ijzerachtig,ɛ - ɪ - zə - rɑx - təx,1,1.656532322530736,K - z@r - Ax - t@x,False
ijzelen,ɛ - ɪ - zə - lən,1,1.656532322530736,K - z@ - l@,False
ijverzucht,ɛ - ɪ - vər - zɵxt,1,1.656532322530736,K - v@r - z}xt,False
ijszeilen,ɛ - ɪ - sɛ - ɪ - lən,1,1.656532322530736,K - sK - l@,False
ijszee,ɛ - ɪ - seː,1,1.656532322530736,K - se,False
ijswijn,ɛ - ɪs - ʋɛ - ɪn,1,1.656532322530736,Ks - wKn,False
ijswafel,ɛ - ɪs - ʋaː - fɛl,1,1.656532322530736,Ks - wa - f@l,False
ijsvrij,ɛ - ɪs - frɛ - ɪ,1,1.656532322530736,Ks - frK,False
ijssla,ɛ - ɪ - slaː,1,1.656532322530736,K - sla,False
ijskristal,ɛ - ɪ - skrɪ - stɑl,1,1.656532322530736,Ks - krIs - tAl,False
ijskelder,ɛ - ɪ - skɛl - dər,1,1.656532322530736,Ks - kEl - d@r,False
ijskegel,ɛ - ɪ - skə - ɣɛl,1,1.656532322530736,Ks - ke - G@l,False
ijselijk,ɛ - ɪ - sə - lək,1,1.656532322530736,K - s@ - l@k,False
ijsbloemen,ɛ - ɪz - blu - mən,1,1.656532322530736,Kz - blu - m@,False
ijsbericht,ɛ - ɪz - bɪː - rɪxt,1,1.656532322530736,Kz - b@ - rIxt,False
ijsbal,ɛ - ɪz - bɑl,1,1.656532322530736,Kz - bAl,False
ijlkoorts,ɛ - ɪl - kɔːrts,1,1.656532322530736,Kl - korts,False
ijlbode,ɛ - ɪl - boː - də,1,1.656532322530736,Kl - bo - d@,False
ijking,ɛ - ɪ - kɪŋ,1,1.656532322530736,K - kIN,False
hymen,hi - ɪ - mən,1,1.656532322530736,hi - m@,False
hydrolyse,hɪ - droː - li - ɪ - sə,1,1.656532322530736,hi - dro - l! - z@,False
huurprijs,hyr - prɛ - ɪs,1,1.656532322530736,hyr - prKs,False
huisvlijt,hœys - flɛ - ɪt,1,1.656532322530736,hLs - flKt,False
huisstijl,hœy - stɛ - ɪl,1,1.656532322530736,hL - stKl,False
huisonderwijzer,hœy - zɔn - dɛr - ʋɛ - ɪ - zər,1,1.656532322530736,hLs - On - d@r - wK - z@r,False
huiskamerbijeenkomst,hœy - skaː - mɛr - bɛ - ɪ - eːŋ - kɔmst,1,1.656532322530736,hLs - ka - m@r - bK - eN - kOmst,False
huisartsenpraktijk,hœy - zɑrt - sɛn - prɑk - tɛ - ɪk,1,1.656532322530736,hLs - Art - s@ - prAk - tKk,False
huidtype,hœy - ti - ɪ - pə,1,1.656532322530736,hL - ti - p@,False
houtvesterij,hʌʊt - vɛ - stə - rɛ - ɪ,1,1.656532322530736,hMt - fEs - t@ - rK,False
houtsnijder,hʌʊt - snɛ - ɪ - dər,1,1.656532322530736,hMt - snK - d@r,False
hospitaliteit,hɔ - spi - taː - li - tɛ - ɪt,1,1.656532322530736,hOs - pi - ta - li - tKt,False
hoofdseizoen,hoːvd - sɛ - ɪ - zun,1,1.656532322530736,hoft - sK - zun,False
hoofdmaaltijd,hoːvd - maːl - tɛ - ɪt,1,1.656532322530736,hovd - mal - tKt,False
hongerlijder,hɔŋ - ər - lɛ - ɪ - dər,1,1.656532322530736,hO - N@r - lK - d@r,False
homoscene,hoː - mɔ - seː - nə,1,1.656532322530736,ho - mo - sin,False
homogeniteit,hoː - moː - ɣeː - ni - tɛ - ɪt,1,1.656532322530736,ho - mo - Ge - ni - tKt,False
homecomputer,hoː - mə - kɔm - py - tər,1,1.656532322530736,hom - kOm - pju - t@r,False
holdingmaatschappij,hɔl - dɪŋ - maːt - sxɑ - pɛ - ɪ,1,1.656532322530736,hOl - dIN - mat - sxA - pK,False
hoekijzer,hu - kɛ - ɪ - zər,1,1.656532322530736,huk - K - z@r,False
hockeyclub,hɔ - kə - ɪ - klɵp,1,1.656532322530736,hO - ki - kl}p,False
hijstoestel,hɛ - ɪ - stu - stɛl,1,1.656532322530736,hKs - tu - stEl,False
hijgerig,hɛ - ɪ - ɣə - rəx,1,1.656532322530736,hK - G@ - r@x,False
heterogeniteit,heː - tɪː - roː - ɣə - ni - tɛ - ɪt,1,1.656532322530736,he - t@ - ro - Ge - ni - tKt,False
herkrijgen,hɛr - krɛ - ɪ - ɣən,1,1.656532322530736,hEr - krK - G@,False
herijken,hɛ - rɛ - ɪ - kən,1,1.656532322530736,hEr - K - k@,False
hellepijn,hɛ - lə - pɛ - ɪn,1,1.656532322530736,hE - l@ - pKn,False
heipaal,hɛ - ɪ - paːl,1,1.656532322530736,hK - pal,False
heim,hɛ - ɪm,1,1.656532322530736,hKm,False
heilstaat,hɛ - ɪl - staːt,1,1.656532322530736,hKl - stat,False
heiligschennend,hɛ - ɪ - lɪx - sxɛ - nənt,1,1.656532322530736,hK - l@x - sxE - n@nt,False
heiliging,hɛ - ɪ - li - ɣɪŋ,1,1.656532322530736,hK - l@ - GIN,False
heiligenbeeld,hɛ - ɪ - li - ɣɛn - beːlt,1,1.656532322530736,hK - l@ - G@ - belt,False
heidendom,hɛ - ɪ - dən - dɔm,1,1.656532322530736,hK - d@n - dOm,False
heidegrond,hɛ - ɪ - dɛ - ɣrɔnt,1,1.656532322530736,hK - d@ - GrOnt,False
heenleiden,heːn - lɛ - ɪ - dən,1,1.656532322530736,hen - lK - d@,False
hechtpleister,hɛxt - plɛ - ɪ - stər,1,1.656532322530736,hExt - plKs - t@r,False
headbangen,heː - ɑd - bɑŋ - ən,1,1.656532322530736,hEd - bE - N@,False
hartsgeheim,hɑrt - sxəh - ɛ - ɪm,1,1.656532322530736,hArts - x@ - hKm,False
haringvisserij,haː - rɪŋ - vɪ - sə - rɛ - ɪ,1,1.656532322530736,ha - rIN - vI - s@ - rK,False
hardrijden,hɑr - drɛ - ɪ - dən,1,1.656532322530736,hArd - rK - d@,False
hardloopwedstrijd,hɑrd - loːp - ʋɛt - strɛ - ɪt,1,1.656532322530736,hArd - lop - wEt - strKt,False
hardlijvigheid,hɑrd - lɛ - ɪ - vəx - hɛɪt,1,1.656532322530736,hArd - lK - v@x - hKt,False
harddraverij,hɑr - draː - və - rɛ - ɪ,1,1.656532322530736,hAr - dra - v@ - rK,False
handlijnkunde,hɑnd - lɛ - ɪŋ - kɵn - də,1,1.656532322530736,hAnd - lKN - k}n - d@,False
handbijl,hɑnd - bɛ - ɪl,1,1.656532322530736,hAnd - bKl,False
guerrillero,ɣy - ər - rɪ - lɪː - roː,1,1.656532322530736,g@ - ril - je - ro,False
guerrillatroepen,ɣy - ər - rɪ - lɑ - tru - pən,1,1.656532322530736,g@ - ril - ja - tru - p@,False
grootwinkelbedrijf,ɣroːt - ʋɪŋ - kɛl - bɛ - drɛ - ɪf,1,1.656532322530736,xrot - wIN - k@l - b@ - drKf,False
groothandelprijs,ɣroː - tɑn - dɛl - prɛ - ɪs,1,1.656532322530736,xrot - hAn - d@l - prKs,False
grootdoenerij,ɣroː - tu - nə - rɛ - ɪ,1,1.656532322530736,xro - du - n@ - rK,False
grondeigenaar,ɣrɔn - dɛ - ɪ - ɣə - naːr,1,1.656532322530736,xrOnd - K - G@ - nar,False
groepspraktijk,ɣrup - sprɑk - tɛ - ɪk,1,1.656532322530736,xrups - prAk - tKk,False
groepsgewijs,ɣrup - sxə - ʋɛ - ɪs,1,1.656532322530736,xrups - x@ - wKs,False
groepsactiviteit,ɣrup - sɑk - ti - vi - tɛ - ɪt,1,1.656532322530736,xrups - Ak - ti - vi - tKt,False
groeischijf,ɣruj - sxɛ - ɪf,1,1.656532322530736,xruj - sxKf,False
grijsachtig,ɣrɛ - ɪ - sɑx - təx,1,1.656532322530736,xrKs - Ax - t@x,False
grijpgraag,ɣrɛ - ɪp - ɣraːx,1,1.656532322530736,xrKp - xrax,False
grein,ɣrɛ - ɪn,1,1.656532322530736,xrKn,False
grazioso,ɣraː - zi - oː - zoː,1,1.656532322530736,gra - tSo - zo,False
grastapijt,ɣrɑ - staː - pɛ - ɪt,1,1.656532322530736,xrAs - ta - pKt,False
grasplein,ɣrɑ - splɛ - ɪn,1,1.656532322530736,xrAs - plKn,False
goedkeuringsbeleid,ɣud - køː - rɪŋz - bə - lɛ - ɪt,1,1.656532322530736,xut - k| - rINz - b@ - lKt,False
goedheilig,ɣudh - ɛ - ɪ - ləx,1,1.656532322530736,xut - hK - l@x,False
goaltjesdief,ɣoː - ɑltʲ - ɛz - dif,1,1.656532322530736,gol - tj@z - dif,False
gigue,ɣi - ɣy - ə,1,1.656532322530736,Zi - g@,False
gifvrij,ɣɪf - vrɛ - ɪ,1,1.656532322530736,xI - frK,False
gezondheidswinkel,ɣə - zɔndh - ɛ - ɪds - ʋɪŋ - kɛl,1,1.656532322530736,x@ - zOnt - hKts - wIN - k@l,False
gezondheidsmaatregel,ɣə - zɔndh - ɛ - ɪd - smaː - trə - ɣɛl,1,1.656532322530736,x@ - zOnt - hKts - mat - re - G@l,False
gezondheidscommissie,ɣə - zɔndh - ɛ - ɪd - skɔ - mɪ - si,1,1.656532322530736,x@ - zOnt - hKts - kO - mI - si,False
gezondheidsattest,ɣə - zɔndh - ɛ - ɪd - sɑ - tɛst,1,1.656532322530736,x@ - zOnt - hKts - A - tEst,False
gezinsmaaltijd,ɣə - zɪn - smaːl - tɛ - ɪt,1,1.656532322530736,x@ - zIns - mal - tKt,False
gezelligheidsdier,ɣə - zɛ - lɪxh - ɛ - ɪdz - dir,1,1.656532322530736,x@ - zE - l@x - hKdz - dir,False
geweldenarij,ɣə - ʋɛl - də - naː - rɛ - ɪ,1,1.656532322530736,x@ - wEl - d@ - na - rK,False
geveins,ɣə - vɛ - ɪns,1,1.656532322530736,x@ - vKns,False
getuigenbewijs,ɣə - tœy - ɣən - bə - ʋɛ - ɪs,1,1.656532322530736,x@ - tL - G@ - b@ - wKs,False
geslachtsonderscheid,ɣə - slɑxt - sɔn - dɛr - sxɛ - ɪt,1,1.656532322530736,x@ - slAxts - On - d@r - sxKt,False
gerijm,ɣə - rɛ - ɪm,1,1.656532322530736,x@ - rKm,False
gerichtheid,ɣə - rɪx - tɛ - ɪt,1,1.656532322530736,x@ - rIxt - hKt,False
geprivilegieerd,ɣə - pri - vi - leː - ɣi - eːrt,1,1.656532322530736,x@ - pri - vi - le - Zert,False
gepavoiseerd,ɣə - paː - voː - i - zɪrt,1,1.656532322530736,x@ - pa - vwA - zert,False
generaliteit,ɣə - nɪː - raː - li - tɛ - ɪt,1,1.656532322530736,xe - n@ - ra - li - tKt,False
gemijmer,ɣə - mɛ - ɪ - mər,1,1.656532322530736,x@ - mK - m@r,False
gemeentereiniging,ɣə - meːn - tə - rɛ - ɪ - ni - ɣɪŋ,1,1.656532322530736,x@ - men - t@ - rK - n@ - GIN,False
gelukkigerwijze,ɣə - lɵ - ki - ɣɛr - ʋɛ - ɪ - zə,1,1.656532322530736,x@ - l} - k@ - G@r - wK - z@,False
gelijkwaardiger,ɣə - lɛ - ɪk - ʋaːr - də - ɣər,1,1.656532322530736,x@ - lKk - war - d@x - Er,False
gelijkvormigheid,ɣə - lɛ - ɪk - vɔr - məx - hɛɪt,1,1.656532322530736,x@ - lKk - fOr - m@x - hKt,False
gelijktrekken,ɣə - lɛ - ɪk - trɛ - kən,1,1.656532322530736,x@ - lKk - trE - k@,False
gelijkstellen,ɣə - lɛ - ɪk - stɛ - lən,1,1.656532322530736,x@ - lKk - stE - l@,False
gelijkmoedig,ɣə - lɛ - ɪk - mu - dəx,1,1.656532322530736,x@ - lKk - mu - d@x,False
gelijkheidsbeginsel,ɣə - lɛ - ɪkh - ɛ - ɪdz - bə - ɣɪn - səl,1,1.656532322530736,x@ - lKk - hKdz - b@ - GIn - s@l,False
gelijkberechtiging,ɣə - lɛ - ɪk - bɪː - rɛx - ti - ɣɪŋ,1,1.656532322530736,x@ - lKg - b@ - rEx - t@ - GIN,False
gelijkbenig,ɣə - lɛ - ɪk - beː - nəx,1,1.656532322530736,x@ - lKg - be - n@x,False
geleidingsvermogen,ɣə - lɛ - ɪ - dɪŋ - sfər - moː - ɣən,1,1.656532322530736,x@ - lK - dINs - f@r - mo - G@,False
geleidelijkheid,ɣə - lɛ - ɪ - də - lə - khɛɪt,1,1.656532322530736,x@ - lK - d@ - l@k - hKt,False
geleiachtig,ɣə - lɛ - ɪ - ɑx - təx,1,1.656532322530736,Z@ - lK - Ax - t@x,False
gelegenheidsdrinker,ɣə - leː - ɣɛnh - ɛ - ɪdz - drɪŋ - kər,1,1.656532322530736,x@ - le - G@ - hKdz - drIN - k@r,False
gekijf,ɣə - kɛ - ɪf,1,1.656532322530736,x@ - kKf,False
geien,ɣɛ - ɪ - ən,1,1.656532322530736,xK - j@,False
geheugencapaciteit,ɣəh - øː - ɣən - kaː - paː - si - tɛ - ɪt,1,1.656532322530736,x@ - h| - G@ - kA - pa - si - tKt,False
geheimzinnigdoenerij,ɣəh - ɛ - ɪm - zɪ - nɪɣ - du - nə - rɛ - ɪ,1,1.656532322530736,x@ - hKm - zI - n@G - du - n@ - rK,False
gegrijns,ɣə - ɣrɛ - ɪns,1,1.656532322530736,x@ - GrKns,False
gedrein,ɣə - drɛ - ɪn,1,1.656532322530736,x@ - drKn,False
gedragswijziging,ɣə - drɑxs - ʋɛ - ɪ - zi - ɣɪŋ,1,1.656532322530736,x@ - drAxs - wK - z@ - GIN,False
gedein,ɣə - dɛ - ɪn,1,1.656532322530736,x@ - dKn,False
gebiedsuitbreiding,ɣə - bid - sœyt - brɛ - ɪ - dɪŋ,1,1.656532322530736,x@ - bits - Ld - brK - dIN,False
gatlikkerij,ɣɑt - lɪ - kə - rɛ - ɪ,1,1.656532322530736,xAt - lI - k@ - rK,False
garderobemeisje,ɣɑr - dɪː - roː - bə - mɛ - ɪs - jə,1,1.656532322530736,xAr - d@ - ro - b@ - mKs - j@,False
galeistraf,ɣaː - lɛ - ɪ - strɑf,1,1.656532322530736,xa - lK - strAf,False
galauniform,ɣaː - lʌʊ - ni - fɔrm,1,1.656532322530736,xa - la - y - ni - fOrm,False
fysionomie,fi - ʒoː - noː - mi,1,1.656532322530736,fi - zi - jo - no - mi,False
frambozenazijn,frɑm - boː - zeː - naː - zɛ - ɪn,1,1.656532322530736,frAm - bo - z@ - a - zKn,False
fragiliteit,fraː - ɣi - li - tɛ - ɪt,1,1.656532322530736,fra - Gi - li - tKt,False
fractieleider,frɑk - ti - lɛ - ɪ - dər,1,1.656532322530736,frAk - si - lK - d@r,False
fosfaatmijn,fɔ - sfaːt - mɛ - ɪn,1,1.656532322530736,fOs - fat - mKn,False
fokzeil,fɔk - zɛ - ɪl,1,1.656532322530736,fOk - sKl,False
flageolet,flaː - ɣə - oː - lɛt,1,1.656532322530736,fla - Zo - lEt,False
