Word,IPA,FREQcount,Zipf,CELEX
eosine,eː - oː - zi - nə,2,1.832623581586417,e - jo - zi - n@
entresol,ɛn - trə - zɔl,2,1.832623581586417,An - tr@ - sOl
entrepot,ɛn - trə - pɔt,2,1.832623581586417,An - tr@ - po
enting,ɛn - tɪŋ,2,1.832623581586417,En - tIN
entering,ɛn - tə - rɪŋ,2,1.832623581586417,En - t@ - rIN
enk,ɛŋk,2,1.832623581586417,ENk
engtevrees,ɛŋ - tɛ - vreːs,2,1.832623581586417,EN - t@ - vres
engelenschaar,ɛŋ - ə - lɛn - saːr,2,1.832623581586417,E - N@ - l@ - sxar
energieprobleem,eː - nər - ʒi - prɔ - bleːm,2,1.832623581586417,e - nEr - Zi - pro - blem
energielevering,eː - nər - ʒi - lə - vɪː - rɪŋ,2,1.832623581586417,e - nEr - Zi - le - v@ - rIN
energiebesparing,eː - nər - ʒi - bɛ - spaː - rɪŋ,2,1.832623581586417,e - nEr - Zi - b@ - spa - rIN
endocrinologie,ɛn - dɔ - kri - noː - loː - ɣi,2,1.832623581586417,En - do - kri - no - lo - Gi
endocrien,ɛn - dɔ - krin,2,1.832623581586417,En - do - krin
encycliek,ɛn - sɪ - klik,2,1.832623581586417,En - si - klik
encountergroep,ɛn - kʌʊn - tər - ɣrup,2,1.832623581586417,EN - kMn - t@r - Grup
encefalogram,ɛn - sə - faː - lɔ - ɣrɑm,2,1.832623581586417,En - s@ - fa - lo - GrAm
emotionaliteit,eː - moː - ʃoː - naː - li - tɛ - ɪt,2,1.832623581586417,e - mo - tSo - na - li - tKt
emmeren,ɛ - mə - rən,2,1.832623581586417,E - m@ - r@
emmentaler,ɛ - mən - taː - lər,2,1.832623581586417,E - m@n - ta - l@r
emigrante,eː - mɪ - ɣrɑn - tə,2,1.832623581586417,e - mi - GrAn - t@
emigrant,eː - mɪ - ɣrɑnt,2,1.832623581586417,e - mi - GrAnt
embouchure,ɑ̃ - bu - ʃy - rə,2,1.832623581586417,Am - bu - Sy - r@
emailleren,eː - meː - ɪ - lɪː - rən,2,1.832623581586417,e - mA - je - r@
eliminatieproces,eː - li - mi - naː - ti - proː - sɛs,2,1.832623581586417,e - li - mi - na - tsi - pro - sEs
elektrotechnicus,eː - lɛk - troː - tɛx - ni - kɵs,2,1.832623581586417,e - lEk - tro - tEx - ni - k}s
elektromonteur,eː - lɛk - troː - mɔn - tøːr,2,1.832623581586417,e - lEk - tro - mOn - t|r
elektromagneet,eː - lɛk - troː - mɑɣ - neːt,2,1.832623581586417,e - lEk - tro - mAG - net
elektrodynamisch,eː - lɛk - troː - di - naː - mis,2,1.832623581586417,e - lEk - tro - di - na - mis
elegie,eː - lə - ɣi,2,1.832623581586417,e - le - Gi
electoraat,eː - lɛk - toː - raːt,2,1.832623581586417,e - lEk - to - rat
eiwitrijk,ɛ - ɪ - ʋɪ - trɛ - ɪk,2,1.832623581586417,K - wIt - rKk
eipoeder,ɛ - ɪ - pu - dər,2,1.832623581586417,K - pu - d@r
eindstadium,ɛ - ɪnt - staː - di - ɵm,2,1.832623581586417,Knt - sta - di - j}m
eindspurt,ɛ - ɪnd - spɵrt,2,1.832623581586417,Knt - sp}rt
eindsnelheid,ɛ - ɪnd - snɛlh - ɛ - ɪt,2,1.832623581586417,Knt - snEl - hKt
eindigheid,ɛ - ɪn - dəxh - ɛ - ɪt,2,1.832623581586417,Kn - d@x - hKt
einddiploma,ɛ - ɪn - dɪ - ploː - maː,2,1.832623581586417,Kn - di - plo - ma
eilandbewoner,ɛ - ɪ - lɑnd - beː - ʋoː - nər,2,1.832623581586417,K - lAnd - b@ - wo - n@r
eigennaam,ɛ - ɪ - ɣə - naːm,2,1.832623581586417,K - G@ - nam
eigenheimer,ɛ - ɪ - ɣɛnh - ɛ - ɪ - mər,2,1.832623581586417,K - G@ - hK - m@r
eierwekker,ɛ - ɪ - ər - ʋɛ - kər,2,1.832623581586417,K - j@r - wE - k@r
eierdooier,ɛ - ɪ - ər - doː - jər,2,1.832623581586417,K - j@r - do - j@r
eiderdons,ɛ - ɪ - dər - dɔns,2,1.832623581586417,K - d@r - dOns
egotist,eː - ɣoː - tɪst,2,1.832623581586417,e - Go - tIst
eetwaar,eːtw - aːr,2,1.832623581586417,et - war
eetstokje,eːt - stɔk - jə,2,1.832623581586417,et - stOk - j@
eetmaal,eːt - maːl,2,1.832623581586417,et - mal
eetkeuken,eːt - køː - kən,2,1.832623581586417,et - k| - k@
eetgedrag,eːt - ɣɛ - drɑx,2,1.832623581586417,et - x@ - drAx
eerzaamheid,ɪːr - zaːmh - ɛ - ɪt,2,1.832623581586417,er - zam - hKt
eerstgeboorterecht,ɪːrst - ɣə - bɔːr - tɪː - rɛxt,2,1.832623581586417,erst - x@ - bor - t@ - rExt
eersteklasser,ɪːr - stɛ - klɑ - sər,2,1.832623581586417,er - st@ - klA - s@r
eerroof,ɪːɾ - roːf,2,1.832623581586417,e - rof
eerloosheid,ɪːr - loːsh - ɛ - ɪt,2,1.832623581586417,er - los - hKt
eenvoudigheid,eːn - vʌʊ - dəxh - ɛ - ɪt,2,1.832623581586417,en - vM - d@x - hKt
eenvormig,eːn - vɔr - məx,2,1.832623581586417,en - vOr - m@x
eenrichtingverkeer,eːn - rɪx - tɪŋ - vər - kɪr,2,1.832623581586417,en - rIx - tIN - v@r - ker
eenoudergezin,eː - nʌʊ - dɛr - ɣə - zɪn,2,1.832623581586417,en - M - d@r - G@ - zIn
eenkamerwoning,eːŋ - kaː - mɛr - ʋoː - nɪŋ,2,1.832623581586417,eN - ka - m@r - wo - nIN
eenheidsworst,eːnh - ɛ - ɪds - ʋɔrst,2,1.832623581586417,en - hKts - wOrst
eenbaansweg,eːn - baːns - ʋɛx,2,1.832623581586417,em - bans - wEx
eekhoorntjesbrood,eːkh - ɔːrntʲ - ɛz - broːt,2,1.832623581586417,ek - horn - tj@z - brot
eedaflegging,eː - dɑ - flɛ - ɣɪŋ,2,1.832623581586417,ed - Af - lE - GIN
ectoplastisch,ɛk - tɔ - plɑ - stis,2,1.832623581586417,Ek - to - plAs - tis
economist,eː - koː - noː - mɪst,2,1.832623581586417,e - ko - no - mIst
ebbehout,ɛ - bəh - ʌʊt,2,1.832623581586417,E - b@ - hMt
dysmenorroe,dɪ - smə - nɔɾ - ru,2,1.832623581586417,dIs - me - nO - r|
dynamisme,di - naː - mɪ - smə,2,1.832623581586417,di - na - mIs - m@
dwergster,dʋɛrx - stər,2,1.832623581586417,dwErx - stEr
dwergeik,dʋɛr - ɣɛ - ɪk,2,1.832623581586417,dwErG - Kk
dweepzucht,dʋeːp - zɵxt,2,1.832623581586417,dwep - s}xt
dweepziek,dʋeːp - zik,2,1.832623581586417,dwep - sik
dwazerik,dʋaː - zɪː - rɪk,2,1.832623581586417,dwa - z@ - rIk
dwarskop,dʋɑr - skɔp,2,1.832623581586417,dwArs - kOp
dwarsfluit,dʋɑrs - flœyt,2,1.832623581586417,dwArs - flLt
dwangmiddel,dʋɑŋ - mɪ - dɛl,2,1.832623581586417,dwAN - mI - d@l
duurkoop,dyr - koːp,2,1.832623581586417,dyr - kop
duperen,dy - pɪː - rən,2,1.832623581586417,dy - pe - r@
dumdum,dɵm - dɵm,2,1.832623581586417,d}m - d}m
duizendjarig,dœy - zənt - jaː - rəx,2,1.832623581586417,dL - z@nt - ja - r@x
duizeling,dœy - zə - lɪŋ,2,1.832623581586417,dL - z@ - lIN
duivenkot,dœy - vəŋ - kɔt,2,1.832623581586417,dL - v@ - kOt
duivelsdrek,dœy - vɛlz - drɛk,2,1.832623581586417,dL - v@lz - drEk
duivelsadvocaat,dœy - vɛl - sɑd - voː - kaːt,2,1.832623581586417,dL - v@ls - At - fo - kat
duimzuigerij,dœym - zœy - ɣə - rɛ - ɪ,2,1.832623581586417,dLm - zL - G@ - rK
duimzuigen,dœym - zœy - ɣən,2,1.832623581586417,dLm - zL - G@
duimelot,dœy - mə - lɔt,2,1.832623581586417,dL - m@ - lOt
duikersziekte,dœy - kər - sik - tə,2,1.832623581586417,dL - k@r - sik - t@
duikeling,dœy - kə - lɪŋ,2,1.832623581586417,dL - k@ - lIN
duiding,dœy - dɪŋ,2,1.832623581586417,dL - dIN
dufheid,dɵfh - ɛ - ɪt,2,1.832623581586417,d}f - hKt
duffel,dɵ - fəl,2,1.832623581586417,d} - f@l
duchtig,dɵx - təx,2,1.832623581586417,d}x - t@x
dubbelvouwen,dɵ - bɛl - vʌʊ - ən,2,1.832623581586417,d} - b@l - vM - w@
dubbelrol,dɵ - bɛl - rɔl,2,1.832623581586417,d} - b@l - rOl
dubbelhartigheid,dɵ - bɛlh - ɑr - təxh - ɛ - ɪt,2,1.832623581586417,d} - b@l - hAr - t@x - hKt
dryade,dri - aː - də,2,1.832623581586417,dri - ja - d@
druppelflesje,drɵ - pɛl - flɛs - jə,2,1.832623581586417,dr} - p@l - flEs - j@
drukplaat,drɵk - plaːt,2,1.832623581586417,dr}k - plat
drukpapier,drɵk - paː - pir,2,1.832623581586417,dr}k - pa - pir
drukmeter,drɵk - mə - tər,2,1.832623581586417,dr}k - me - t@r
druipsteen,drœyp - steːn,2,1.832623581586417,drLp - sten
druipneus,drœyp - nøːs,2,1.832623581586417,drLp - n|s
druifje,drœyf - jə,2,1.832623581586417,drLf - j@
droomfabriek,droːm - fɑ - brik,2,1.832623581586417,drom - fA - brik
droogwrijven,droːɣʋ - rɛ - ɪ - vən,2,1.832623581586417,droG - wrK - v@
droogstaan,droːx - staːn,2,1.832623581586417,drox - stan
droogplaats,droːx - plaːts,2,1.832623581586417,drox - plats
droogkap,droːx - kɑp,2,1.832623581586417,drox - kAp
droesem,dru - zəm,2,1.832623581586417,dru - s@m
droefgeestigheid,druf - ɣeː - stəxh - ɛ - ɪt,2,1.832623581586417,druf - xes - t@x - hKt
droefgeestig,druf - ɣeː - stəx,2,1.832623581586417,druf - xes - t@x
drinkglas,drɪŋk - ɣlɑs,2,1.832623581586417,drINk - xlAs
drinkgedrag,drɪŋk - ɣɛ - drɑx,2,1.832623581586417,drINk - x@ - drAx
drinkebroer,drɪŋ - kɛ - brur,2,1.832623581586417,drIN - k@ - brur
driemaster,dri - mɑ - stər,2,1.832623581586417,dri - mAs - t@r
drieluik,dri - lœyk,2,1.832623581586417,dri - lLk
driehonderdduizend,drih - ɔn - dɛr - dœy - zənt,2,1.832623581586417,dri - hOn - d@r - dL - z@nt
drieblad,dri - blɑt,2,1.832623581586417,dri - blAt
dreinerig,drɛ - ɪ - nə - rəx,2,1.832623581586417,drK - n@ - r@x
dreg,drɛx,2,1.832623581586417,drEx
drankvoorraad,drɑŋk - vɔːɾ - raːt,2,1.832623581586417,drANk - fo - rat
drankautomaat,drɑŋ - kʌʊ - toː - maːt,2,1.832623581586417,drANk - M - to - mat
dramaturgie,draː - maː - tɵr - ɣi,2,1.832623581586417,dra - ma - t}r - Gi
drachttijd,drɑx - tɛ - ɪt,2,1.832623581586417,drAx - tKt
drachme,drɑx - mə,2,1.832623581586417,drAx - m@
draaipunt,draːj - pɵnt,2,1.832623581586417,draj - p}nt
draaiorgel,draː - jɔr - ɣɛl,2,1.832623581586417,draj - Or - G@l
draaihek,draːjh - ɛk,2,1.832623581586417,draj - hEk
draaierij,draː - jə - rɛ - ɪ,2,1.832623581586417,dra - j@ - rK
draagzak,draːɣ - zɑk,2,1.832623581586417,drax - sAk
draagraket,draː - ɣraː - kɛt,2,1.832623581586417,draG - ra - kEt
draagband,draːɣ - bɑnt,2,1.832623581586417,draG - bAnt
dovenetel,doː - və - nə - tɛl,2,1.832623581586417,do - v@ - ne - t@l
dossen,dɔ - sən,2,1.832623581586417,dO - s@
dorsvloer,dɔrs - flur,2,1.832623581586417,dOrs - flur
dorpspastoor,dɔrp - spɑ - stoːr,2,1.832623581586417,dOrps - pAs - tor
dorpsbewoner,dɔrpz - bə - ʋoː - nər,2,1.832623581586417,dOrbz - b@ - wo - n@r
dormitorium,dɔr - mi - toː - ri - ɵm,2,1.832623581586417,dOr - mi - to - ri - j}m
dopingcontrole,doː - pɪŋ - kɔn - troː - lə,2,1.832623581586417,do - pIN - kOn - tr< - l@
dopers,doː - pərs,2,1.832623581586417,do - p@rs
doorzichtigheid,dɔːr - zɪx - təxh - ɛ - ɪt,2,1.832623581586417,dor - zIx - t@x - hKt
doorzetting,dɔːr - zɛ - tɪŋ,2,1.832623581586417,dor - zE - tIN
doorweken,dɔːr - ʋeː - kən,2,1.832623581586417,dor - we - k@
doorwaadbaar,dɔːr - ʋaːd - baːr,2,1.832623581586417,dor - wad - bar
doorvorsen,dɔːr - vɔr - sən,2,1.832623581586417,dor - vOr - s@
doorvoer,dɔːr - vur,2,1.832623581586417,dor - vur
doortraptheid,dɔːr - trɑp - tɛ - ɪt,2,1.832623581586417,dor - trApt - hKt
doorroeren,dɔːɾ - ru - rən,2,1.832623581586417,do - ru - r@
doornappel,dɔːr - nɑ - pəl,2,1.832623581586417,dorn - A - p@l
doorklinken,dɔːr - klɪŋ - kən,2,1.832623581586417,dor - klIN - k@
doorklinken,dɔːr - klɪŋ - kən,2,1.832623581586417,dor - klIN - k@
doorkijkblouse,dɔːr - kɛ - ɪk - blʌʊ - zə,2,1.832623581586417,dor - kKg - blu - z@
doordenken,dɔːr - dɛŋ - kən,2,1.832623581586417,dor - dEN - k@
doordenken,dɔːr - dɛŋ - kən,2,1.832623581586417,dor - dEN - k@
doorbloeden,dɔːr - blu - dən,2,1.832623581586417,dor - blu - d@
doorbijter,dɔːr - bɛ - ɪ - tər,2,1.832623581586417,dor - bK - t@r
doopbewijs,doːp - bə - ʋɛ - ɪs,2,1.832623581586417,do - b@ - wKs
doodwerken,doːd - ʋɛr - kən,2,1.832623581586417,dod - wEr - k@
doodverklaren,doːd - vər - klaː - rən,2,1.832623581586417,dot - f@r - kla - r@
doodsverachting,doːd - sfɪː - rɑx - tɪŋ,2,1.832623581586417,dots - f@r - Ax - tIN
doodsnood,doːd - snoːt,2,1.832623581586417,dots - not
doodskreet,doːd - skreːt,2,1.832623581586417,dots - kret
doodsgewaad,doːd - sxə - ʋaːt,2,1.832623581586417,dots - x@ - wat
doodschoppen,doːd - sxɔ - pən,2,1.832623581586417,dot - sxO - p@
doodsbleek,doːdz - bleːk,2,1.832623581586417,dotz - blek
doodjammer,doːt - jɑ - mər,2,1.832623581586417,dot - jA - m@r
doodgooien,doːd - ɣoː - jən,2,1.832623581586417,dot - xo - j@
doodgemakkelijk,doːd - ɣə - mɑ - kə - lək,2,1.832623581586417,dot - x@ - mA - k@ - l@k
doodbijten,doːd - bɛ - ɪ - tən,2,1.832623581586417,dod - bK - t@
donsje,dɔns - jə,2,1.832623581586417,dOns - j@
donsdeken,dɔnz - deː - kən,2,1.832623581586417,dOnz - de - k@
donderstenen,dɔn - dər - steː - nən,2,1.832623581586417,dOn - d@r - ste - n@
donderbus,dɔn - dər - bɵs,2,1.832623581586417,dOn - d@r - b}s
domesticeren,doː - mɛ - sti - sɪː - rən,2,1.832623581586417,do - mEs - ti - se - r@
doldraaien,dɔl - draː - jən,2,1.832623581586417,dOl - dra - j@
dokterszoon,dɔk - tər - soːn,2,1.832623581586417,dOk - t@r - son
doenlijk,dun - lək,2,1.832623581586417,dun - l@k
doeltrap,dul - trɑp,2,1.832623581586417,dul - trAp
doeleinde,du - lɛ - ɪn - də,2,1.832623581586417,dul - Kn - d@
dodensprong,doː - dən - sprɔŋ,2,1.832623581586417,do - d@ - sprON
dodencijfer,doː - dən - sɛ - ɪ - fər,2,1.832623581586417,do - d@ - sK - f@r
dodenakker,doː - də - nɑ - kər,2,1.832623581586417,do - d@ - A - k@r
dodelijkheid,doː - də - ləkh - ɛ - ɪt,2,1.832623581586417,do - d@ - l@k - hKt
doddig,dɔ - dəx,2,1.832623581586417,dO - d@x
documentair,doː - ky - mən - tɛr,2,1.832623581586417,do - ky - mEn - t)r
doctorsgraad,dɔk - tɔrsx - raːt,2,1.832623581586417,dOk - tOrs - xrat
doctoraalscriptie,dɔk - toː - raːl - skrɪp - si,2,1.832623581586417,dOk - to - ral - skrIp - si
dochterbedrijf,dɔx - tər - bɛ - drɛ - ɪf,2,1.832623581586417,dOx - t@r - b@ - drKf
docht,dɔxt,2,1.832623581586417,dOxt
districtscommandant,dɪ - strɪkt - skɔ - mɑn - dɑnt,2,1.832623581586417,dIs - trIkts - kO - mAn - dAnt
districtsbureau,dɪ - strɪktz - by - roː,2,1.832623581586417,dIs - trIgdz - by - ro
distributiebedrijf,dɪ - stri - by - ti - bɛ - drɛ - ɪf,2,1.832623581586417,dIs - tri - by - tsi - b@ - drKf
distilleerketel,dɪ - stɪ - lɪːr - kə - tɛl,2,1.832623581586417,dIs - ti - ler - ke - t@l
distantie,dɪ - stɑnt - si,2,1.832623581586417,dIs - tAn - si
dislocatie,dɪ - sloː - kaːt - si,2,1.832623581586417,dIs - lo - ka - tsi
diskdrive,dɪsɡ - dri - və,2,1.832623581586417,dIzg - drAjf
discuteren,dɪ - sky - tɪː - rən,2,1.832623581586417,dIs - ky - te - r@
discuswerpen,dɪ - skɵs - ʋɛr - pən,2,1.832623581586417,dIs - k}s - wEr - p@
discomuziek,dɪ - skoː - my - zik,2,1.832623581586417,dIs - ko - my - zik
diorama,di - oː - raː - maː,2,1.832623581586417,di - jo - ra - ma
diminuendo,di - mi - ny - ɛn - doː,2,1.832623581586417,di - mi - ny - wEn - do
dilettante,di - lɛ - tɑn - tə,2,1.832623581586417,di - lE - tAn - t@
dikdoenerij,dɪɡ - du - nə - rɛ - ɪ,2,1.832623581586417,dIg - du - n@ - rK
dikdoener,dɪɡ - du - nər,2,1.832623581586417,dIg - du - n@r
dikbuik,dɪk - bœyk,2,1.832623581586417,dIg - bLk
digitalis,di - ɣi - taː - lɪs,2,1.832623581586417,di - Gi - ta - l@s
digestief,di - ɣɛ - stif,2,1.832623581586417,di - GEs - tif
dierkundige,dir - kɵn - də - ɣə,2,1.832623581586417,dir - k}n - d@ - G@
dierkunde,dir - kɵn - də,2,1.832623581586417,dir - k}n - d@
dierendag,di - rən - dɑx,2,1.832623581586417,di - r@ - dAx
dierenbeul,di - rən - bøːl,2,1.832623581586417,di - r@ - b|l
diepvriesafdeling,dip - vri - zɑv - də - lɪŋ,2,1.832623581586417,dip - fris - Av - de - lIN
dieptepass,dip - tə - pɑss,2,1.832623581586417,dip - t@ - pas
dieplader,di - plaː - dər,2,1.832623581586417,dip - la - d@r
diepgaan,dip - ɣaːn,2,1.832623581586417,dip - xan
dienstverlener,dinst - vər - leː - nər,2,1.832623581586417,dinst - f@r - le - n@r
dienstuitgang,din - stœyt - ɣɑŋ,2,1.832623581586417,dinst - Lt - xAN
dienstrevolver,din - strə - vɔl - vər,2,1.832623581586417,dinst - r@ - vOl - v@r
dienstperiode,dinst - pɪː - ri - oː - də,2,1.832623581586417,dinst - pe - ri - jo - d@
dienstbevel,dinst - bə - vɛl,2,1.832623581586417,dinzd - b@ - vEl
dieetvoedsel,di - eːt - vud - səl,2,1.832623581586417,di - jet - fut - s@l
dictaat,dɪk - taːt,2,1.832623581586417,dIk - tat
dichtvriezen,dɪxt - vri - zən,2,1.832623581586417,dIxt - fri - z@
dichtslibben,dɪxt - slɪ - bən,2,1.832623581586417,dIxt - slI - b@
dichtschroeien,dɪxtsx - ru - jən,2,1.832623581586417,dIxt - sxru - j@
dichtbinden,dɪxt - bɪn - dən,2,1.832623581586417,dIGd - bIn - d@
diamantair,di - aː - mɑn - tɛr,2,1.832623581586417,di - ja - mAn - t)r
dialysator,di - aː - li - zaː - tɔr,2,1.832623581586417,di - ja - li - za - tOr
deurgat,døːr - ɣɑt,2,1.832623581586417,d|r - GAt
deurdranger,døːr - drɑŋ - ər,2,1.832623581586417,d|r - drA - N@r
deukhoed,døːkh - ut,2,1.832623581586417,d|k - hut
deterministisch,deː - tər - mi - nɪ - stis,2,1.832623581586417,de - tEr - mi - nIs - tis
detergent,deː - tər - ɣɛnt,2,1.832623581586417,de - tEr - GEnt
detailleren,deː - tɑ - jɪː - rən,2,1.832623581586417,de - tA - je - r@
dessin,dɛ - sɪn,2,1.832623581586417,dE - s)
dessertwijn,dɛ - sərt - ʋɛ - ɪn,2,1.832623581586417,dE - s)r - wKn
desolaat,deː - zoː - laːt,2,1.832623581586417,de - so - lat
desinfectans,deː - zɪn - fɛk - tɑns,2,1.832623581586417,dEs - In - fEk - tAns
desgevraagd,dɛ - sxɛ - vraːxt,2,1.832623581586417,dEs - x@ - vraxt
dertienhonderd,dɛr - tinh - ɔn - dərt,2,1.832623581586417,dEr - tin - hOn - d@rt
dermatologisch,dɛr - maː - toː - loː - ɣis,2,1.832623581586417,dEr - ma - to - lo - Gis
deprogrammeren,dɛ - proː - ɣrɑ - mɪː - rən,2,1.832623581586417,de - pro - GrA - me - r@
depositorekening,deː - poː - zi - toː - reː - kə - nɪŋ,2,1.832623581586417,de - po - zi - to - re - k@ - nIN
depolariseren,deː - poː - laː - ri - zɪː - rən,2,1.832623581586417,de - po - la - ri - ze - r@
depersonalisatie,deː - pər - soː - naː - li - zaːt - si,2,1.832623581586417,de - pEr - so - na - li - za - tsi
densiteit,dɛn - si - tɛ - ɪt,2,1.832623581586417,dEn - si - tKt
dennenbos,dɛ - nən - bɔs,2,1.832623581586417,dE - n@ - bOs
denneappel,dɛ - nə - ɑ - pəl,2,1.832623581586417,dE - n@ - A - p@l
denkmachine,dɛŋk - maː - ʃi - nə,2,1.832623581586417,dENk - mA - Si - n@
denkertje,dɛŋ - kɛrtʲ - ə,2,1.832623581586417,dEN - k@r - tj@
denigreren,deː - nɪ - ɣrɪː - rən,2,1.832623581586417,de - ni - Gre - r@
denappel,deː - nɑ - pəl,2,1.832623581586417,dEn - A - p@l
demonstratief,deː - mɔn - straː - tif,2,1.832623581586417,de - mOn - stra - tif
demobiliseren,deː - moː - bi - li - zɪː - rən,2,1.832623581586417,de - mo - bi - li - ze - r@
demobilisatie,deː - moː - bi - li - zaːt - si,2,1.832623581586417,de - mo - bi - li - za - tsi
dementeren,deː - mən - tɪː - rən,2,1.832623581586417,de - mEn - te - r@
demagogisch,deː - maː - ɣoː - ɣis,2,1.832623581586417,de - ma - Go - Gis
degeneratief,deː - ɣə - nɪː - raː - tif,2,1.832623581586417,de - Ge - n@ - ra - tif
degelijkheid,deː - ɣə - ləkh - ɛ - ɪt,2,1.832623581586417,de - G@ - l@k - hKt
deftigheid,dɛf - təxh - ɛ - ɪt,2,1.832623581586417,dEf - t@x - hKt
deflatie,dɛ - flaːt - si,2,1.832623581586417,de - fla - tsi
deficit,deː - fi - sɪt,2,1.832623581586417,de - fi - sit
defaitist,deː - fɑj - tɪst,2,1.832623581586417,de - fE - tIst
defaitisme,deː - fɑj - tɪ - smə,2,1.832623581586417,de - fE - tIs - m@
deemoed,deː - mut,2,1.832623581586417,de - mut
deelstaat,deːl - staːt,2,1.832623581586417,del - stat
deelnemend,deːl - nə - mənt,2,1.832623581586417,del - ne - m@nt
deellijn,deː - lɛ - ɪn,2,1.832623581586417,de - lKn
deduceren,deː - dy - sɪː - rən,2,1.832623581586417,de - dy - se - r@
decimeter,deː - si - meː - tər,2,1.832623581586417,de - si - me - t@r
decimaal,deː - si - maːl,2,1.832623581586417,de - si - mal
deciliter,deː - si - li - tər,2,1.832623581586417,de - si - li - t@r
deblokkeren,dɛ - blɔ - kɪː - rən,2,1.832623581586417,de - blO - ke - r@
debiteren,deː - bi - tɪː - rən,2,1.832623581586417,de - bi - te - r@
debetzijde,deː - bɛt - zɛ - ɪ - də,2,1.832623581586417,de - bEt - sK - d@
daver,daː - vər,2,1.832623581586417,da - v@r
datumstempel,daː - tɵm - stɛm - pɛl,2,1.832623581586417,da - t}m - stEm - p@l
dato,daː - toː,2,1.832623581586417,da - to
datief,daː - tif,2,1.832623581586417,da - tif
darmontsteking,dɑr - mɔnt - steː - kɪŋ,2,1.832623581586417,dArm - Ont - ste - kIN
danspartij,dɑn - spɑr - tɛ - ɪ,2,1.832623581586417,dAns - pAr - tK
dankzegging,dɑŋk - zɛ - ɣɪŋ,2,1.832623581586417,dANk - sE - GIN
dankdag,dɑŋɡ - dɑx,2,1.832623581586417,dANg - dAx
damwand,dɑm - ʋɑnt,2,1.832623581586417,dAm - wAnt
dampig,dɑm - pəx,2,1.832623581586417,dAm - p@x
dammer,dɑ - mər,2,1.832623581586417,dA - m@r
damespistool,daː - mɛ - spɪ - stoːl,2,1.832623581586417,da - m@s - pis - tol
dameskransje,daː - mɛ - skrɑns - jə,2,1.832623581586417,da - m@s - krAns - j@
damesblad,daː - mɛz - blɑt,2,1.832623581586417,da - m@z - blAt
daklijn,dɑ - klɛ - ɪn,2,1.832623581586417,dAk - lKn
dakdekker,dɑɡ - dɛ - kər,2,1.832623581586417,dAg - dE - k@r
dagschema,dɑx - sxeː - maː,2,1.832623581586417,dAx - sxe - ma
dagjesmensen,dɑɣ - jɛ - smɛn - sən,2,1.832623581586417,dAx - j@s - mEn - s@
daarzonder,daːr - zɔn - dər,2,1.832623581586417,dar - zOn - d@r
cursist,kɵr - sɪst,2,1.832623581586417,k}r - sIst
curiosum,ky - ri - oː - zɵm,2,1.832623581586417,ky - ri - jo - s}m
cultivator,kɵl - ti - vaː - tɔr,2,1.832623581586417,k}l - ti - va - tOr
cryptomnesie,krɪp - tɔm - neː - zi,2,1.832623581586417,krIp - tOm - ne - zi
crooner,kroː - nər,2,1.832623581586417,kru - n@r
crisismanagement,kri - zɪ - smaː - nɪdʒ - mənt,2,1.832623581586417,kri - s@s - mE - n@_ - m@nt
cricketer,krɪ - kə - tər,2,1.832623581586417,krI - k@ - t@r
cretinisme,kreː - ti - nɪ - smə,2,1.832623581586417,kre - ti - nIs - m@
cremona,kreː - moː - naː,2,1.832623581586417,kre - mo - na
cowboylaars,kɔʋ - boː - i - laːrs,2,1.832623581586417,kM - bOj - lars
coverstory,koː - vər - stoː - ri,2,1.832623581586417,k} - v@r - sto - ri
coterie,koː - tə - ri,2,1.832623581586417,ko - t@ - ri
corruptheid,kɔɾ - rɵp - tɛ - ɪt,2,1.832623581586417,kO - r}pt - hKt
correspondentievriendin,kɔɾ - rɛ - spɔn - dən - ti - vrin - dɪn,2,1.832623581586417,kO - r@ - spOn - dEn - si - vrin - dIn
corpspik,kɔrp - spɪk,2,1.832623581586417,kOrps - pIk
convoceren,kɔn - voː - sɪː - rən,2,1.832623581586417,kOn - vo - se - r@
convent,kɔn - vɛnt,2,1.832623581586417,kOn - vEnt
convectie,kɔn - vɛk - si,2,1.832623581586417,kOn - vEk - si
controlestation,kɔn - troː - lɛ - staː - ʃɔn,2,1.832623581586417,kOn - tr< - l@ - stA - tSOn
contractbasis,kɔn - trɑkt - baː - zɪs,2,1.832623581586417,kOn - trAgd - ba - z@s
contrabande,kɔn - traː - bɑn - də,2,1.832623581586417,kOn - tra - bAn - d@
contaminatie,kɔn - taː - mi - naːt - si,2,1.832623581586417,kOn - ta - mi - na - tsi
consumptiegedrag,kɔn - sɵmp - ti - ɣɛ - drɑx,2,1.832623581586417,kOn - s}mp - si - G@ - drAx
consultatiebureau,kɔn - sɵl - taː - ti - by - roː,2,1.832623581586417,kOn - z}l - ta - tsi - by - ro
consulente,kɔn - sy - lɛn - tə,2,1.832623581586417,kOn - zy - lEn - t@
constructeur,kɔn - strɵk - tøːr,2,1.832623581586417,kOn - str}k - t|r
consorten,kɔn - sɔr - tən,2,1.832623581586417,kOn - sOr - t@
conservenblik,kɔn - sər - vɛn - blɪk,2,1.832623581586417,kOn - sEr - v@ - blIk
conservatie,kɔn - sər - vaːt - si,2,1.832623581586417,kOn - z@r - va - tsi
connotatie,kɔ - noː - taːt - si,2,1.832623581586417,kO - no - ta - tsi
