Word,IPA,Syllables
luisteraars,lˈœystərˌaːrs,lœy - stə - raːrs
dochters,dˈɔxtərs,dɔx - tərs
vanaf,vɑnˈɑf,vɑ - nɑf
beslisten,bəslˈɪstən,bə - slɪ - stən
goed,ɣˈut,ɣut
madam,mˈaːdɑm,maː - dɑm
vechtende,vˈɛxtəndə,vɛx - tən - də
worden,ʋˈɔrdən,ʋɔr - dən
loopt,lˈoːpt,loːpt
grijze,ɣrˈɛɪzə,ɣrɛɪ - zə
ketting,kˈɛtɪŋ,kɛ - tɪŋ
theater,tˈeːaːtər,teː - aː - tər
herkend,hɛrkˈɛnt,hɛr - kɛnt
belangrijk,bəlˈɑŋrɛɪk,bə - lɑŋ - rɛɪk
geschreven,ɣəsxrˈeːvən,ɣəsx - reː - vən
mobiele,moːbˈilə,moː - bi - lə
tegenover,tˈeːɣənˌoːvər,teː - ɣə - noː - vər
nieuwe,nˈiwə,niw - ə
opzetten,ˈɔpzɛtən,ɔp - zɛ - tən
gaf,ɣˈɑf,ɣɑf
droom,drˈoːm,droːm
eindelijk,ˈɛɪndələk,ɛɪn - də - lək
goudvoorraad,ɣˌʌʊdvɔːɾrˈaːt,ɣʌʊd - vɔːɾ - raːt
bekentenis,bəkˈɛntənˌɪs,bə - kɛn - tə - nɪs
bestrijden,bəstrˈɛɪdən,bə - strɛɪ - dən
schildwacht,sxˈɪldʋɑxt,sxɪld - ʋɑxt
natasja,nˌaːtˈɑʃaː,naː - tɑ - ʃaː
wil,ʋˈɪl,ʋɪl
kreta,krˈeːtaː,kreː - taː
aanbiedt,ˈaːnbˌit,aːn - bit
staat,stˈaːt,staːt
cadeau,kaːdˈoː,kaː - doː
leuzen,lˈøːzən,løː - zən
gek,ɣˈɛk,ɣɛk
zit,zˈɪt,zɪt
drama,drˈaːmaː,draː - maː
slinkse,slˈɪŋksə,slɪŋk - sə
toerisme,tˈurˌɪsmə,tu - rɪ - smə
betalen,bətˈaːlən,bə - taː - lən
wegliep,ʋˈɛɣlˌip,ʋɛ - ɣlip
gekoppeld,ɣəkˈɔpəlt,ɣə - kɔ - pəlt
grootste,ɣrˈoːtstə,ɣroːt - stə
vallen,vˈɑlən,vɑ - lən
hen,hˈɛn,hɛn
bezoeken,bəzˈukən,bə - zu - kən
destructie,dɛstrˈɵksi,dɛ - strɵk - si
droge,drˈoːɣə,droː - ɣə
broertje,brˈurtʲə,brurtʲ - ə
beledigde,bəlˈeːdɪɣdə,bə - leː - dɪɣ - də
medicus,mˈeːdikˌɵs,meː - di - kɵs
restaurants,rˌɛstʌʊrˈɑnts,rɛ - stʌʊ - rɑnts
uitsluitend,ˈœytslˌœytənt,œyt - slœy - tənt
behuizing,bəhˈœyzɪŋ,bəh - œy - zɪŋ
huishoudster,hˈœyshʌʊtstər,hœysh - ʌʊt - stər
uitgebreid,ˈœytɣəbrˌɛɪt,œyt - ɣə - brɛɪt
binnen,bˈɪnən,bɪ - nən
bedrijf,bədrˈɛɪf,bə - drɛɪf
antillen,ˈɑntɪlən,ɑn - tɪ - lən
biscuitjes,bˈɪskœytʲəs,bɪ - skœytʲ - əs
jan,jˈɑn,jɑn
reparaties,rˌeːpaːrˈaːtsis,reː - paː - raːt - sis
jongeren,jˈɔŋərən,jɔŋ - ə - rən
anke,ˈɑŋkə,ɑŋ - kə
kiezers,kˈizərs,ki - zərs
klein,klˈɛɪn,klɛɪn
bleek,blˈeːk,bleːk
geleerd,ɣəlˈɪːrt,ɣə - lɪːrt
uitbuit,ˈœytbˌœyt,œyt - bœyt
bedacht,bədˈɑxt,bə - dɑxt
verstandige,vərstˈɑndəɣə,vər - stɑn - də - ɣə
toepasselijk,tˈupˌɑsələk,tu - pɑ - sə - lək
meester,mˈeːstˌɛr,meː - stɛr
henk,hˈɛŋk,hɛŋk
gezelschap,ɣəzˈɛlsxɑp,ɣə - zɛl - sxɑp
martine,mɑrtˈinə,mɑr - ti - nə
moderne,mˈoːdɛrnə,moː - dɛr - nə
wijn,ʋˈɛɪn,ʋɛɪn
ervan,ɛrvˈɑn,ɛr - vɑn
keuring,kˈøːrɪŋ,køː - rɪŋ
bloemist,blumˈɪst,blu - mɪst
voorgenomen,vˈɔːrɣənˌoːmən,vɔːr - ɣə - noː - mən
nieuwbouw,nˈiwbʌʊ,niw - bʌʊ
stoere,stˈurə,stu - rə
stopte,stˈɔptə,stɔp - tə
portretten,pɔrtrˈɛtən,pɔr - trɛ - tən
gigantisch,ɣiɣˈɑntis,ɣi - ɣɑn - tis
ieder,ˈidər,i - dər
diplomaat,dˌɪploːmˈaːt,dɪ - ploː - maːt
paragnost,pˈaːrɑɣnˌɔst,paː - rɑɣ - nɔst
regels,rˈeːɣəls,reː - ɣəls
twee,tʋˈeː,tʋeː
kraag,krˈaːx,kraːx
hardhandig,hɑrdhˈɑndəx,hɑrdh - ɑn - dəx
ingegeven,ˈɪnɣəɣˌeːvən,ɪn - ɣə - ɣeː - vən
behoorlijk,bəhˈoːrlək,bəh - oːr - lək
pasta,pˈɑstaː,pɑ - staː
blaren,blˈaːrən,blaː - rən
belangrijke,bəlˈɑŋrɛɪkə,bə - lɑŋ - rɛɪ - kə
eigenaars,ˈɛɪɣənˌaːrs,ɛɪ - ɣə - naːrs
jeruzalem,jˈɪːryzˌaːləm,jɪː - ry - zaː - ləm
training,trˈeːnɪŋ,treː - nɪŋ
beruchte,bərˈɵxtə,bə - rɵx - tə
ingevoerd,ˈɪnɣəvˌurt,ɪn - ɣə - vurt
domino,doːmˈinoː,doː - mi - noː
secretaresse,sˈɛkrətˌaːrɛsə,sɛ - krə - taː - rɛ - sə
vrolijk,vrˈoːlək,vroː - lək
haak,hˈaːk,haːk
koffie,kɔfˈi,kɔ - fi
opening,ˈoːpənˌɪŋ,oː - pə - nɪŋ
wat,ʋˈɑt,ʋɑt
simpele,sˈɪmpələ,sɪm - pə - lə
pagina,paːɣˈinaː,paː - ɣi - naː
kwijt,kʋˈɛɪt,kʋɛɪt
bliksem,blˈɪksəm,blɪk - səm
ontvlucht,ɔntvlˈɵxt,ɔnt - vlɵxt
advocaten,ˌɑdvoːkˈaːtən,ɑd - voː - kaː - tən
onervaren,ɔnɛrvˈaːrən,ɔ - nɛr - vaː - rən
poema,pˈumaː,pu - maː
buren,bˈyrən,by - rən
bordes,bɔrdˈɛs,bɔr - dɛs
boeket,bukˈɛt,bu - kɛt
haat,hˈaːt,haːt
gekleurde,ɣˈɛkløːrdə,ɣɛ - kløːr - də
doodmoe,dˈoːdmu,doːd - mu
radio,rˈaːdiˌoː,raː - di - oː
hij,hˈɛɪ,hɛɪ
dorpjes,dˈɔrpjəs,dɔrp - jəs
breken,brˈeːkən,breː - kən
nodigde,nˈoːdɪɣdə,noː - dɪɣ - də
toezicht,tˈuzˌɪxt,tu - zɪxt
achttiende,ˈɑxtində,ɑx - tin - də
verschoonde,vərsxˈoːndə,vər - sxoːn - də
logen,lˈoːɣən,loː - ɣən
inspireert,ˈɪnspirˌɪrt,ɪn - spi - rɪrt
bioloog,bˈioːlˌoːx,bi - oː - loːx
bekende,bəkˈɛndə,bə - kɛn - də
vuur,vˈyr,vyr
muffe,mˈɵfə,mɵ - fə
mooi,mˈoːj,moːj
inzinking,ˈɪnzˌɪŋkɪŋ,ɪn - zɪŋ - kɪŋ
boekje,bˈukjə,buk - jə
gevreesde,ɣəvrˈeːzdə,ɣə - vreːz - də
tante,tˈɑntə,tɑn - tə
brommer,brˈɔmər,brɔ - mər
klopte,klˈɔptə,klɔp - tə
hawaii,hˈaːʋɑjˌi,haː - ʋɑ - ji
koud,kˈʌʊt,kʌʊt
zaken,zˈaːkən,zaː - kən
zelfs,zˈɛlfs,zɛlfs
vervallen,vərvˈɑlən,vər - vɑ - lən
arbeider,ˈɑrbɛɪdər,ɑr - bɛɪ - dər
vieze,vˈizə,vi - zə
huiskamer,hˈœyskaːmər,hœy - skaː - mər
pikant,pikˈɑnt,pi - kɑnt
stokoude,stˈoːkʌʊdə,stoː - kʌʊ - də
gooide,ɣˈoːjdə,ɣoːj - də
blessure,blɛsˈyrə,blɛ - sy - rə
ouders,ˈʌʊdərs,ʌʊ - dərs
rode,rˈoːdə,roː - də
rijke,rˈɛɪkə,rɛɪ - kə
ging,ɣˈɪŋ,ɣɪŋ
betoverde,bətˈoːvərdə,bə - toː - vər - də
schat,sxˈɑt,sxɑt
aardig,ˈaːrdəx,aːr - dəx
debat,dˈeːbɑt,deː - bɑt
mag,mˈɑx,mɑx
vanwege,vɑnʋˈeːɣə,vɑn - ʋeː - ɣə
ook,ˈoːk,oːk
band,bˈɑnt,bɑnt
artsen,ˈɑrtsən,ɑrt - sən
deze,dˈeːzə,deː - zə
doodzieke,doːdzˈikə,doːd - zi - kə
samen,sˈaːmən,saː - mən
aan,ˈaːn,aːn
zolder,zˈɔldər,zɔl - dər
liefst,lˈifst,lifst
nu,nˈy,ny
een,ˈeːn,eːn
achtertuin,ˈɑxtərtˌœyn,ɑx - tər - tœyn
gebruiken,ɣəbrˈœykən,ɣə - brœy - kən
les,lˈɛs,lɛs
weg,ʋˈɛx,ʋɛx
lekkere,lˈɛkərə,lɛ - kə - rə
lachwekkende,lˈɑxʋɛkəndə,lɑx - ʋɛ - kən - də
beveelt,bəvˈeːlt,bə - veːlt
gekrenkte,ɣˈɛkrɛŋktə,ɣɛ - krɛŋk - tə
dekens,dˈeːkəns,deː - kəns
zien,zˈin,zin
toestel,tˈustˌɛl,tu - stɛl
paarden,pˈaːrdən,paːr - dən
spreken,sprˈeːkən,spreː - kən
popconcert,pˈɔpkɔnsˌɛrt,pɔp - kɔn - sɛrt
speelt,spˈeːlt,speːlt
vloerde,vlˈurdə,vlur - də
publicatie,pˌɵblikˈaːtsi,pɵ - bli - kaːt - si
gebukt,ɣəbˈɵkt,ɣə - bɵkt
advocaat,ˌɑdvoːkˈaːt,ɑd - voː - kaːt
ver,vˈɛr,vɛr
humeur,hymˈøːr,hy - møːr
pijn,pˈɛɪn,pɛɪn
sporthal,spˈɔrthˌɑl,spɔrth - ɑl
vriendin,vrˈindɪn,vrin - dɪn
