Syllables,Cumulative FREQcount
flɑsh ,23
hyʊʋ ,1
fɔ ,1187
 sxɑrt,56
 œysh ,13
 sxoːls,5
 jɪʃ,1
trʌʊ,39377
pɵx ,72
 kɛt ,341
eːw,63
stɵnt ,146
ɣoːjtʲ ,1
 dɑrts ,2
 pɔlts,1
 kunz ,1
dɪːrntʲ ,4
 bɔɾ ,28
 lɪːrt,4017
 kraːm,107
hɑlf ,726
jɔh,8350
kdrɔms,2
 bɛrt,3182
baːh ,55
ɣlɛn,544
strɛɪ ,2647
 nɵrh ,1
ptaː,1
 ʌʊks,87
kɛrv ,24
nɑjx ,1
snɔt,242
kɪŋkh ,8
jɵɲ ,2
 rɛxtz ,40
 zɛɪh ,2
jurt,2
jɑj ,88
 lə,841021
 spɛdlt ,4
sxlɛt ,1
 paːn,73
 tɛp,27
 kloːjt,32
spɑl,123
boːksh ,2
piɾ ,471
 kaːrtʲ ,317
 stoːx ,2
ɪnsx ,282
suph ,1
stɛrŋ ,3
dɑx ,11355
tɪŋks,4
faːx,52
vlɑ ,1134
vərsx ,3095
 trɔk ,4
mɛnsx ,7
eːh ,2886
 ləntsh ,1
 tiv ,6
 smultʲ ,2
skɵxs,1
 zøː ,66
ryʊ ,26
 lixt,25
 jɪm ,1
sxɪktʲ ,1
flɪtst,41
mkkɑnd ,23
dʋɛrxx ,2
zʋɛrf,174
zlɛl,3
vɑj ,48
ʃɑx,76
 jɛs ,23
ʋɑrh ,56
vɑjs,6
dipst,56
ɑps,764
nɵrf,23
 zɵnt,3
 rɛɪɣ ,1
 vɛrk ,1
œytl,2
jy ,10361
 nɛt ,204
 fərt,768
ɣɑm,94
 kroːs,3
hɵt ,56
pɔŋ,221
 sklɑjms,6
jɔf,42
kɛɾ ,224
 spɪts,35
kœy,1385
ʋɑd ,4
ʋɛɪlh ,2
hɛɪr,2
stɔrn,1
 ʋɑklŋ,4
lɛn,8207
 paː,28527
 prɛnt,31
 fitst,13
skɑr ,405
ɔn,696160
stɛrh ,7
plɛŋ,13
 spi,3352
sxrufh ,2
ksi,126
hɔrst,24
 kløːr ,169
plɔ ,4089
ɵltz ,2
tlaː,6
skoːx,12
zɑpt,15
 strɛɪkt,83
trɵtʲ ,33
 slœy,4995
 ʒɛs,1
pteː,1
 ɣaːs,17
ɵp ,1019
lsɪt,4
bɑj,755
 steːmp ,1
strɑlx ,1
 nilt,490
sɑl,1152
 ɔm ,118
fɑʋ ,5
mɵrx,11
fʌʊrs,10
flɪl ,1
 støːp,3
 ɣɛsx ,158
 nøːk ,19
nɑjls,21
zils ,8
spoːn,61
 dɑɣz ,22
hɔt,384
 nɑl ,327
 blaːs ,27
xtrɔ ,1
rsi,3
mklɑjd ,2
lnsi ,16
zɛks,24
mkvi ,1
 fit ,74
prɛtʲ ,98
 deːh ,376
 ɛɪdsx ,40
staː ,13353
 tɛmps,9
ɔjp,4
røː,6944
fʌʊts,25
 pɪmpt,3
 fəŋ ,28
steːx,418
 nɵm,272
 dɔŋ,237
tlɛn ,3
 spaː,2145
zdaː,1
 nœysx ,1
trɵp,10
 nœyd ,1
 stɛkst,6
dɛsk ,4
jɑwn,3
 dɵŋk,93
ʋeːxtʲ ,1
prɪnt,224
 mɑɾr,13
noːp,680
ɣɵmh ,2
stɔptʲ ,1
mɵrph ,629
 dɔft,43
ɪtm,13
lnhɪː ,1
 skrɑʃ,5
 sfɔrt,474
mɔl ,377
 slɵnx ,2
pɛɪ,51262
zjy ,9
skɔr ,560
 sprɵln,1
hɪlp,3
 vreːt ,5
nɔh,7
 dɛrʋ ,1
 loːj,10
hɑlmp ,1
 spœys,84
 ɣrɔlt,1
 bɔrn,151
 kloːsh ,7
mɪnsk,24
 puph ,1
hlɛl ,1
 ɛŋ,170
ɣzeː ,2
bəp ,1
hɛrsh ,12
 krɪːrt,1
 pɔst,711
lɑw,153
fɵŋk,48
 sɪsm,1
 ʋɑts,13
stɪŋks,2
zʋɑrt ,190
nɛɪt,936
zɛlf ,5416
 dɛlŋ ,4
 rɵŋ ,15
 skɑn,935
plɑns,3
bɑrf ,1
kʋɑŋ ,2
nɛwt,53
 snœyf,14
 ʋɪxtz ,4
blɵn ,200
beːlks ,1
 mɔps,6
 sxʌʊh ,1
ɣrɪts,6
 ɑvns,3
 sxɑs,30
 meːnst,3
 ɣɔlts,1
 tɑlh ,1
 ʌʊz ,2
tɵzh ,1
ɣrɛf,2
brɑm,41
sprit,28
lik ,279
bøːk,140
 mɑxts,2
 stɛlt,4707
ɣɛl,42630
 ɔːɾ ,6
jsɔk,2
 nɪst,1000
hɑnt,9304
 sɛls,45
lɔsk ,11
prɪss,2
 splɛɪntʲ ,1
ɣɛɪnt,1619
bɵt ,358
lɑs ,83
rɵk ,4584
tɑŋks,504
vaːtʲ ,36
 trum,1
 vlɪn ,26
ɣɔr,3312
mʌʊl,12
dɑɣ ,2117
steːk ,340
moːf,2
 bɪnd ,3
 kɛp,425
tsaːr,78
 rɵɣ ,9
pʌʊr,13
ɑtʲ ,8526
bʌʊk ,20
stɑtlstl ,1
 vɛx,4324
vltaː ,3
 boːntʲ ,4
tʃɛks,29
 brɔn,314
 zɪː ,4875
dɑps,9
 sʌʊt ,20
ɣʋaːj,6
mɑxtsk ,1
 treːks,1
vaːs,206
 preːkt,9
ɣirst,6
troːst ,57
rɔtx ,4
hɑrms,11
 ʋɛts,1282
bɛʃr,1
 bɛn ,24
bluts,3
snɵ ,803
 brɛɪk ,1
 tutst,22
mɛɲ ,16
 mym,1
bix ,430
stɪl,10175
pikt,29
ɣrɛɪs,418
pɑf ,24
 dɵt,47
ɣɪms,1
mɪsh ,756
muj,17166
ɑjrtʲ ,3
kvɛx ,7
flɑŋk ,4
 staːrd ,35
mɛns,6494
 krul,1
 vɛrf,218
 taːrts,1
 zaːltʲ ,2
 veːxt,167
 pirz ,1
krøːtz ,23
 doːl,122
hil,9076
 rɔb ,5
 ɣraːdz ,1
xhɛ ,124
pɔːr ,1258
bɵdh ,28
ʋɵl ,21
hɪk,165
 rɵpts,1
hɛɪm ,179
kɛnsh ,15
 zix,2
 skɔŋ ,10
sɛrx,10
 sfy ,75
 pɔmp ,15
kɪl,462
trist,778
my ,17756
knoː ,565
 trɛlx,1
hɛrfsth ,1
vrʌʊtʲ ,992
tɪd ,38
 vɑm,8
 œyt,725
(en)kɹ ,294
 fɛɪn ,94
zɪːrl,1
fɪs,419
rɛɪms,12
pɔɲ ,3
ɛsk ,58
 sfyr,49
 pɔʃ ,1
 fɑl ,22
pɪr,330
 dɵrk ,1
 trɑmp,11
beːh ,549
 zɪf,50
 poːt,241
ɔːrh ,2691
 kɔŋ ,70
ɣlyr,207
pɛrx ,4
ɛrpk,1
ʃɛks,356
lɪxts,93
jɛk ,1649
ɛrm,4009
 lɵnxt,121
 poːlt,1
smɛŋ ,5
 spɑmdk ,1
mɔŋks,2
plzɛn,4
 ɣɑŋsh ,9
 sust,1
 fleːz ,1
ʃɛmp,1
naːtʲ ,27
 nɑst,6
 vɛlsx ,178
tlɛɪ ,4
ʌʊnt,601
 dɪnxsx ,4
vrints,15
tœyɣ ,387
zbaː,3
 bɵrs,15
 flaː ,366
brɛɪŋ ,4
zʌʊt ,140
hoːvdh ,28
 noːjk ,1
vɛɪfh ,230
hɛbr,1
 ɣlyrt,37
ɑxp,2
boːk,291
krɔt ,3
 sɪŋh ,19
tɛlm,1
khɵr ,4
sxtɪk ,1
 viw,1150
 sɛnlj ,1
ɪrm ,2
 nit,3305
staːrtʲ ,77
 flɵɾ ,1
stɔm,5761
 stɛɪn ,152
 ʋɛɪfts,1
hut ,150
sfɛt ,15
 fɛs,200
 ɣɑrt ,33
brɛnt ,27
ɣɑk,21
 tɛl ,7634
kɑr,11993
 foːnd ,1
kɛrstsh ,3
poːs ,466
sxrɛɪ,10335
 piɣ ,1
 rɑl ,206
kɛdr,2
vrɑŋ,39
ɣraːst,17
ɑhm,43
stirf,3395
brɔnst,3
 ʃɔn,3782
klɑkh ,1
jeːm ,4
 seːx ,1
krɪx ,314
 fɪks ,1
 fɔnsh ,1
pɑtk ,1
 røːs,163
mky,5
vrɛɪf,192
vtaː,8
mɔkt,11
hɔlm,26
jpaː,2
tɵk ,3370
sneː ,1723
 bʌʊl,30
sxɛts,136
aːr ,114759
 jɛv ,20
 rɛxtx ,1
 tɛɪnsh ,8
jɪt,201
 noːpt,65
dɑns,3063
brɛɪpt,2
plɑxt,5
ʋɑm ,16
bɵnst,1
mɪs ,4507
 pʌʊ ,355
 lənt ,113
rɵnd ,158
vlɛɪm ,47
ʃɑnst,1
bœykh ,5
pʌʊr ,2
 ɵts,12
mɛɪŋ ,28
rik ,502
mɵx ,79
lsreː ,2
 skrɔŋ ,1
 drøːnt,3
 floːt,34
 raːrs,356
ɣrɪʃ ,1
sxɑndk ,14
vɛst ,14
dɵmp,1104
 tiks,13
ʌʊdl ,1
floː ,2015
tɑbr,2
krul,4
mɑms,200
 vɑx ,8
 plɛɪt ,2
lɪf ,560
rɑtʲ ,44
 strɪŋs,3
ɣrɛɪph ,3
 rɔf ,2
 zɔns,153
 ɣərs,5902
braː ,3415
 lɵf,10
tɑrsh ,19
ʋɵsh ,1
spɵlt,1
 plɔr ,1
dhy,5
ɣrɵŋ ,7
 rɪŋs,270
 staːk ,1
tlɑk ,2
sxoːlsx ,1
pɛɪp ,206
mɑrln,1
 nɔːr ,78
hoːvdk ,622
kɔtst,141
hɔŋ,6584
tɵrn,116
 blʌʊtʲ ,1
 strɔt ,1
 ʃɔrt,4
vɪltʲ ,15
 e ,1637
lsmeː ,4
 sɔɾ ,1
 dəx,99147
sli,2388
ʋɑŋ,4656
bɵr,8721
 sɪsl ,2
frih ,1
 ɛrl ,7
psoː ,19
 ləxs,138
slɣnaːlpl ,1
pɪnh ,6
 kɵn ,1139
ɑkskks,1
ɑr ,102447
 phɛɪt,33
jɑx,1829
sɔn,9608
 skœy ,109
prɛw,10
kirt,18
blum,986
krɔs ,10
jɔr ,653
sɪlt,6
 skrɛ ,1
kɔŋ,692
pɑsxh ,4
 jɑs,653
 sɛxt,47
zuntʲ ,31
sɵrfh ,2
 kɔmt,7333
vris,463
mə ,27135
 jɛm ,2
roːjt,166
sɛk ,6335
daːs,8
vlɵɣ ,9
klœyf ,8
nɔrm,2110
zʋɛɪn ,44
 bɪrts,10
 krœym,41
 tuŋ ,7
 nɛrf,10
 strɑkt,94
zɔdr,1
 spaːr ,47
trɔph ,20
 pɵt,793
fif,12
taːl ,1867
fɛrts,66
 blɛɪf,1635
sloːtʲ ,3
 dɛr ,11707
mɑrkt,1669
 spoːk ,21
 zɑlf,58
 ʒun,401
 strɔnt,130
 ɵlt,312
 lɛɪstʲ ,53
pɪŋks,6
rɵksh ,3
 lɛkt ,2
 roːts,1
sxɛrtsh ,2
 kɔːr ,42
stɑŋkz ,4
 plɛx ,7
sxɑmpsh ,1
 ʒɪrt,300
brifh ,14
 staːf,62
 zɪx ,8570
dɛkh ,96
straːltʲ ,29
 nɵskrlpt,1
 spoːr,247
 mɑnx ,75
 dyw ,1124
 ru,9209
 sxaːft,337
ʃɔkt,7
 fyrtʲ ,37
 sɛrts,21
 ɣraːfh ,1
peːt,773
 bɛl ,1351
luj ,763
spuls,1
mɵm ,207
 ɣœyt ,14
skvɪt ,1
kʋɛst ,1
bɑrk,19
 lɑ ,6616
 nyr,18
zʋaːrd ,157
 stɑnd ,169
pɔlk,24
 sɛl,31492
 sərh ,8
vərz ,990
 sɪf,9
lɛɪb ,3
 tɪŋk,47
lnkɑ ,3
nvaː,25
blɛː ,2
 bɪt,896
 kɔwts,1
koːl,3175
 dyʊh ,2
hɑkh ,1
smɪːr,2769
 zeːn,10
stru ,63
vraːxtʲ ,1
ɣɔʃ ,1
 ɑmz ,14
krɛst,68
zɵm,260
 frɑjm,13
 toːxh ,1
klɵmps,4
ʌʊsx ,90
 lɑxs,5
 spøːk ,1
ʋɛɪɲ ,5
 tir,2363
 sloːp ,6
lɔn,8146
strɪkt ,68
 zɔp,43
 dɔp,1583
 tɑst ,83
 ʋɛɪv ,22
 doːl ,3
 nɛw,15
 trif,6
 zɛrw ,3
 koːn,78
spɛrt,1272
flœym,16
 bɔnh ,1
 sput,292
 drɵx ,174
flɪxts,1
nɑrx ,351
 mɛs,1357
paːjs,4
 plɵ ,62
 ʃə ,310
 saːnwljzlŋ,1
 sxɛɪt ,7
laːj ,672
 bɔnt,880
mɛnx ,4
 dɪt ,684
hleː ,1
baː ,26149
 bɪʃ,3
vlɛɪ ,226
ɣrɑm,1746
 flɛt ,1
 pɑns ,1
 ɣlə ,495
vɔɾ ,1
 aːɣ ,9
kɔrk,11
zoːjt,346
 kleːts,1
sxɑmpt,16
vlɑms,2
vlɛxtʲ ,18
fɛw,2
 leːs ,49
trɵnd ,1
spil ,33
 zɑx,1410
jɑhsh ,1
 frɛts,2
tʲøː ,1
 vrɛɪt,836
ɔwn,2946
bɛmt,1
ljzɛr ,13
 sɪls,7
 øːr,91
 bɔrz ,2
 poːls,1
plɑns ,1
 lʌʊxs,1
oːhs,1
 zərx ,1
 rɛxtlxh ,3
 sɵn ,19
tɑŋs,65
klɔsk,2
hɔrn ,61
 sɑrn,1
him ,1
mji,2
 brɔmt,4
 pɛɪt ,22
 ɣeːl,51
sʌʊt ,104
 pɵm,3
 ɣlɛsh ,10
 bərxt ,1
 drit,1223
 draːxt,1038
 vɛrlŋ,6
 ʋərksh ,2
tɑrx ,8
ɑth ,8
 ɣɔŋ,80
dɪːrt,557
fɔrst ,2
saːj,1917
hɑʃ ,26
lɑ ,29120
rɑs,4784
 klɑjm,54
poːt ,15
mkdɑ ,4
ɛrkp,3
ʋɛld ,196
 sty,12262
 plaːtst,1529
 rɑdljs,5
 zaːk,3578
 drɪŋh ,1
 pruf ,93
 steːx,36
 spɛp ,3
vɪ ,7065
 frøːs,2
ljvɛr,1
 røːm,5
nɛ ,13072
sxɪxt,37
laːjt,14
 mɛx,88
kstreː ,2
hvi ,2
 tœyxh ,4
drɔɣl ,1
 ʋɛnst,373
 bɵx ,15
bɵmp,31
nɵrks,7
brist,1
 ʋɪʃ,5
sklaː ,17
tɛrk,5537
 mud ,89
ʋɔrx ,11
klɑrk,802
 stɛls,29
haːks,228
 stirf,12
 nɪsp ,4
 krøː,110
 lif,5713
 naːk,213
 pœys,24
jœyxt,60
beːnh ,16
mkkɑrd ,1
sɔs,94
 kɛtx ,5
sfɪnh ,2
vɪx ,115
mkkveː ,2
 mɪnh ,1
 stɛldh ,1
 feːh ,8
ɔdn,1
floːps,1
 nun,8
ʋɛd ,101
 vlɔsk,1
 braːms,1
 brɑx,6833
jɑjx ,1
 tint,131
 zʌʊt ,3
kɔv ,64
sxmɛɪ ,1
 jɪxt,4
rɛɪsɡ ,3
 bɪnsk,1
lɛɪp ,56
sɑtx ,10
 kɵx ,4
nit ,1434
slaːx ,3
 laːk,9
tɛɪt ,3934
naːrw ,2
stɛɪfh ,2
sxli ,3
 nɑjs,4
bɔsxh ,1
 bilsk,1
kɔrpz ,22
pɑjŋ ,2
dɔrf,209
brɔnks ,1
ɣɑl,6743
 dɪl ,6
 plaːst,3
 dərk ,15
 beːl,5574
sɑss,1
joːd ,514
ɾroːst,3
 ɣroːft,1
drɪf ,110
ɛlʃ ,72
sɑnk ,126
tɑw ,1
krɑxt,7216
vaːl ,6
 dɛɪ,2901
 bʌʊnts,5
 fɛtt ,4
 ɣaːh ,28
dœyf,433
 drɛɪfs,175
spruj,65
 sɛlj ,10
dɑnz ,19
tɑɾ ,152
 bʌʊx ,5
ɣʌʊ ,3176
 trøːr ,10
kɔkss ,1
kʋɑl ,1
kraːmt,56
yrtʲ ,1503
loːn ,287
dɪd ,13
 peːx ,1
lɵn,4530
ɣrɛnts,7
vroːm,54
 kiz ,1
dɔks,261
brɪm,35
sɪxs,2
 zyrtʲ ,4
ɔvj,21
ʃɪrts,103
mu,353395
 kənk ,1
 sprim,33
kɔrɲ ,2
 slɑʃ,10
kɪls,40
bɔːr ,2059
ɣəbk ,1
 sxaːr ,10
nɔrdh ,2
 lɵlt ,1
 ɵks,26
 vɪ ,2076
 ʒɔn ,21
 zɛɪs ,1
dfɪlm,2
spɛlh ,1
 flɛ ,559
 dɛlph ,332
 sfɵ ,2
dɑɾ ,549
 jɵŋ,30
sʋɑkh ,1
blɵ ,606
 fɔrk,2
 ɣik,24
 dɔmh ,1
ʋaːj,3922
 zɑsh ,11
 lɑntls,1
 skɛr ,78
stɛrx ,1
spaː ,1763
paːsh ,85
slɵrp,25
 kɑlk ,4
nɛɪx,139
 blɪŋks,3
ʋits,5
 pirst,1
ʋust,1134
pleːxt,1480
krɔmb ,3
kvɪks,3
 slɛɪn ,1
lknɔw,1
zʋɛlxt,1
 ɔnsh ,13
 skɵt,5
lrvi ,13
nɑs ,3
 sxyʊ ,246
brʌʊm,12
 straːl,347
ʋɪd ,63
 ʋɛrf,86
 mɪk ,37
 sxɛld ,16
sɪr ,3246
plɪm ,29
pɔmph ,3
kɪnŋ ,1
 ɣrɔl,7
 rɑŋs,118
 kɛrz ,3
bɪkh ,7
dɛpt,10
 fɛljkh ,1
lɑŋrlsh ,1
sʋɑl ,1
 ʃɪk,3
ɔntx,3
zeːk,9
mɑsh ,27
 toːft,93
sly,336
vɔːrr ,1
mkfɑr ,8
ɛrn,4793
 spiːks(nl),1
 dɛntz ,3
 bərs,571
 kɪstʲ ,34
 dɛltʲ ,174
 kɑrnt,1
stoː ,13321
jɪtzx ,9
sxeːps,122
lzy ,1
pɑpt,29
beːlt ,169
 lixt ,1
ʃnɔl,1
 dɪf,68
klɔm ,33
 rɛrft,1
ɑsp,52
 təm,228
hɵʃ ,2
jɑsh ,51
 lək,182808
tɔf ,757
 krɪkt,4
ɵn,121743
hdaːr,1
 neːf ,11
ʃœy,30
teːl ,111
 stɛn ,1153
vʌʊɣns,1
 ɔrst,7
brɵl,169
lɛn ,3290
dɑjn ,5
 trɔlt,2
 təndz ,1
 sɛɪx,1
 kɵŋ,14
kʋaːt,6952
 tɑrk,107
 tuːrtʲ ,22
 nɛɡ ,57
briʃ,6
 bɑlts,4
knøːst,2
 kɔmp ,13
lɣi,37
 kɪːrsk ,3
 tɑf,173
 pøːt,394
bɔhm,32
 nɑvl ,1
ɵf,3452
oːp,46187
 dɔrfs,2
dɑmk,1
 bɛɪr,8
tɑsh ,247
 mœyst,1
ʋɔlf,1364
 kɔrt ,153
 sxɪkts,7
 zɑr ,43
 sxɪŋ,5
ɣʌʊʃ,35
kpɑk,4
ʋɛl,246370
 lɔfts ,8
kɪstʲ ,164
doːft,380
 føːr ,6
 sxɑf,238
 i,72038
 sfɑxt,2
 lœysx ,2
 ɣɛvr,1
 lɪm,467
 boːt,1158
 saːnh ,3
snɔtʲ ,20
pɑm ,212
 toːr,6762
drɪɲ ,1
zɛŋ ,102
 daːj,677
bmaː,1
klɑts,1
bɑrnt ,2
 lɛkst,1
 lɔms,2
teːf,1133
 dɛɪs,1090
kut,648
klɛː ,1364
stoːm ,232
pɪttʲ ,1
 ɣɑnt ,232
 zɔk,10
ʋɔh ,3
ɑdvl ,1
vrist,210
ɣɪs,1739
loːs,8172
ʋɛnts,14
ldɑr,3
proːf,13
deː,185968
 nɑk,858
 seːln ,59
 vir ,190
slɪŋ,607
sfɑl ,32
blɛŋ ,5
 mɛljn ,4
 lɔxt,39
 plɑm ,97
faːm,134
 løːm,25
ɵrx ,289
fitz ,14
 spɪk,131
tɛrt ,7
snɪːr,3
vrruf,1
 ʋɛkt,539
ʃɵk,1163
 bʌʊrns,1
dɛh ,12
 ɣryw ,7
kis,3215
 doːj ,11
khɛm,1
 smɪr ,1
 mun,107
pɪːrtʲ ,21
ɣrɪss,8
 nɛktl ,1
pøːr,372
frɑt ,42
skreː ,103
 flɑp ,7
 sxɵnt,10
 lɛw ,3
zɪt,49545
 ɪnx ,6
 baːrts,8
 spyɣ ,9
ɔx ,25325
dɪxtʲ ,23
rɔk ,1450
ɣøːl ,1
 ʌʊdsh ,1
stɑmsh ,1
 snɵf ,1
 pɵlkt,3
 sneːf ,1
 nɛnl,1
 aːst,329
pɵx,91
nɵɾ ,3
 paːŋ ,6
dlɛnstplxt,2
 sɑn,5263
 nɪts,88
sxmoːxs,1
sɑm ,284
zʋeːx,40
mɵx,271
nɔr,15412
 nɛː ,419
 kɑlft,2
ʌʊts,341
skɔʋ ,3
 lœyz ,8
ʃɑm,2176
tɪɣ ,1549
kɵ ,80787
vɑnt,367
 kaːl,757
 plɪkt,1
 œys,9925
ʋbaː,2
 tiŋ ,1
 kɑmp,603
ʋɑrsh ,8
 prɪ ,133
seː ,17370
psi ,12
 zɛrlk,1
 eːtʲ ,2
beːlt,5910
 kɛnl ,1
kɵm,498
sxɔkj,1
 bif,103
fɪlmk ,2
 dreːf,128
 stɪː ,10016
 ɛldskl ,1
strɵt,40
sɛɪd ,7
 sɛɪns,6
vur,7872
dɪs,1014
ɔnst ,12
 bʌʊlŋ ,1
 tʌʊɾ ,1
ɪʋ ,15
 yʊs,4
 ɣɑss,16
roːft,855
ɛtf,11
krɪsp,9
ir ,16142
 ɣrɪt,91
lntɛ ,41
tɑmp,255
tʲɪlpt,1
 tɛɪz ,1
slɪm,5807
 brɛɪ ,622
 stəxst,11
 prupk ,1
 lɵksx ,1
ʋoːf,1
 drɔx,589
ɛpk,7
ʃɪpʋ ,2
mɔ ,10343
lœyt,8230
toːt ,144
nɛrtz ,4
 sxɑnss,1
dɵk ,1382
strœys,1
 trɔx ,12
klɑd ,29
bijf,2
 kərsx ,10
 rɑrs,12
ɛrlt ,14
zɑxt,1738
flɛr,46
 mɔk,91
 saːk,744
oːxh ,151
 pɵr ,28
 tɛlŋ,6
kɛks,6
feːstʲ ,3521
 ilts,1
sɪh ,6
 kɑjrns,1
 poːl,525
 trɑnz ,1
 nirs ,46
 fritʲ ,4
 zɪːr ,9
ɪkl,2
ɣaːsh ,11
stlɪː ,2
 boːmh ,4
 dɔwŋ ,1
 trœytʲ ,5
 zoːt,2
 vɔlt,6
 ɑdk ,1
 lɵlt,60
 køːr ,84
 ʋɛɪ,36128
kɵl,2123
 spɛd ,2
zɑl ,201
 vrɵm,1
ɣry ,197
kløːm ,2
skɑm ,221
 breːm,1
 mɑjt,7
ʋaːk ,405
ɣɑd ,284
dbɛr,1
ɛmkɣ ,8
heːht,1
 drɪxs,5
trøːrl ,1
blɛɪx,20
 tɔlkt,9
 fløːr ,1
ʃeːz ,10
 ɣɑd ,1
 ɣɛksh ,1
 ʃɑn ,63
 sirs ,5
 nɵk,52
sʋɔbk ,1
 zɑkts,1
 kir ,1
 brɛŋ ,3540
 staːnt,217
ʃaːk,11
zɪː ,5385
blɔks,2
flyw ,129
sxɑmp ,36
flɔp,146
ʋzɛŋ ,2
lvɑns,2
bərk ,2
 vɛɪn ,2
vrɑx ,181
sxɵls,30
 jik,4
ɣoːp ,9
 prœyl,2
hɛrf ,6
mɑtʲ ,39
ʋɔnt ,33
dɑr,3989
strɔŋk,78
spøːrh ,31
 mɪm,2
 ɣruntʲ ,1
streːpt,70
 rɑtz ,1
mɪxh ,12
pɑŋk,9
 ʋy ,25
daːm,4
 pitʲ ,38
trɪk ,383
 ɣrun,92
rɛɪxz ,3
 bərn ,1
ɛrwl ,1
mɵh,8
ɣoːf ,1
 frid ,4
heːl,45695
 raːj ,1
 nɑjt,10
smɛɪt ,2
kɔːrt,3114
drɑk,104
 dyʊtʲ ,2
bɵr ,6661
 prip,12
ɣəsp ,1
 sxɑx ,32
smɛl ,422
ɪŋ,360670
 klaːrt,1347
strɪ ,733
 traː,5516
pɑtz ,1
fɔrks,10
vɑkh ,1
kipt,4
ʃɵr ,19
 mɔwks,2
 zɪɣns,1
 pɪps,3
tɔrʃ,1
 rɪn ,366
dœym ,34
 ʋaːr ,6702
oːmf,1
tɪtʲ ,1
 nɪ ,11529
vɑf,1
ɣaːrt,212
proːst,939
 sxun,378
lɪŋks,3121
 tyrl,6
 rim,120
 jeːtʲ ,1
 dɛɪnst,11
sxɪld ,435
tɑrts,7
 nip,15
 sxeːp,349
klɛɪh ,4
bludɣ ,2
 vɑjrz ,1
fij ,1
kvɛr ,1
niz ,17
 blɑnk,21
ʋɪt,4624
 vərz ,105
rɑjt,317
ɛsp,133
mkeː,50
jøːxt,1228
tɑŋk,2837
ɪnɣ ,6
 zij ,1
moːm,3
 møːr ,13
 fɔm,38
 ir ,3
 ɣɔnt ,29
plɛp ,3
 lɑkst,20
løːs,66
lif,51346
 lif ,165
 kɵnst,235
vɔn,65980
spɪːrh ,6
 mɛrkt,1342
rɪːr,1571
 klɵps,160
 sxɛnd ,49
 trɑn ,406
 si,168723
kɪrt ,8
 trɑx ,19
jɑns,96
 lər ,2384
stɪr ,342
dɑvlt,5
pir ,1211
 vɛ ,4376
slɪp,631
vlɛxt,51
kɑrd ,32
mpɔn ,24
 zilk ,2
 smaːjs,1
 streːlt,25
 vɛnts,40
røː ,3100
 fɛf ,11
 ɵtl,3
 maːh,211
 brœyds ,1
prɑk,3897
ʃɛft,1
div ,1
brɔmsx ,3
snuk,19
tɛɪds ,38
 pɑnts,21
zʋɛlt,42
 splɑntʲ ,30
ʋhɪtsh ,6
klɪft,3
ʋɑnd ,37
dinstx ,1
 ɣrɛɪ ,6201
lɑrs,763
 brɵx ,2
zʋip,21
 taːrt ,1
stɔrt ,131
tʲɵ ,1
rurh ,2
ʃilts,8
stɛɪf ,105
 spoːk,242
trɑk ,1698
 ɛp,263
lɑrks,23
 bɵltʲ ,1
lnlɪx ,73
 spyʊ ,6
 frɑs,5
 lɛtlx,2
ɣrɑj ,163
 trɑjt,7
hɛml,1
 kɛŋ ,58
 lɛnk,9
zɛɣ ,477
 trɛf,1923
 blɑŋk,4
eːns,66513
mɪnts,18
tu,120006
 sʌʊnt,2
 dɔxs,43
ŋi ,1
bɔxs,22
 fən ,1039
 lɪnx ,3
 tɑjls,175
ʋeːs ,29
 ɣɵmp ,5
toːts,29
tʃɛx,95
 tɔfs,1
 ɑtrl ,1
strɑs,6
 kɪŋz ,488
ɔː ,18713
 mɑv ,86
 kɑʃ,6
lɑb ,36
 rɑsk ,1
 zuk,11828
 pɔːrt,216
dirkks,22
ʋixt,22
sxœyn,54
 vɪp ,2
 nɑf ,257
 zɔrt,31
 drut,2
 bʌʊms,7
pɪɾ ,5
mi,80513
 jiʃ,1
ɣlɑnz ,8
 rɵpt,262
 foːnk ,3
 rɵlm ,10
 sxɛldlŋ,1
ɣirt,11
ʋœyv ,16
ɵmps,48
bɔn,6360
skɵr ,141
fɛr,2618
 drɔʋ ,1
 kɑrn,2
sxɵ ,3106
 dɛɪnz ,1
rɔtst,2
 rim ,4
 stɔfx ,1
 ɑnt ,2087
kɵx ,41
 fitʲ ,49
hɪks,107
skreːl,6
 kloːt ,14
ɣɔ ,6955
 ʋɛrkt,4726
ɔrk,982
 fy,938
 aːmt,36
 slɛk ,40
frœyts,15
sløːf,5
tɑkt ,526
kɑrs,90
mkfeː ,3
heːls,7
sʋɔrt,4
 sɔrlŋ,1
ɣɛf,21
 blɔɡ ,1
 lɑzk ,8
blaːkt,6
hɪts,133
 spɑnt ,3
zɪns,146
 sxoː ,6328
ɣɔnst,15
ʃɑwl,19
spɵnsh ,1
 zif,922
 dɵr ,20
zɑm,191
 jytʲ ,1
jɑnk ,10
 leːf,4081
 oːv ,343
 drøː ,10
bɵʃ ,48
 zaːk ,283
plɔx,6
 zɪrs,1
vaːk,7907
ɪml ,2
 brɑr,2
ɣlɑss,64
trɔm ,440
pɪm,108
 zaːj,159
ɣəf ,4
sɛlt ,5
 fɔrs,7
 krɑms,1
ʋɛtks,1
zɛfr,9
vɣaː,6
 jɑrm,1
